photos,index,class instances,xmid,ymid,xmin,ymin,xmax,ymax,iwidth,iheight,class,valid,train,test
G0024059_10,260,1,454.5,336.5,439.0,320.0,470.0,353.0,512.0,512.0,trash bin,False,False,True
G0024059_10,261,2,451.0,366.0,435.0,346.0,467.0,386.0,512.0,512.0,trash bin,False,False,True
G0024059_10,262,3,496.5,245.0,486.0,235.0,507.0,255.0,512.0,512.0,container,False,False,True
G0024074_21,263,1,362.5,66.5,349.0,48.0,376.0,85.0,512.0,464.0,flower pot,False,True,False
DJI_0039_37,264,1,230.5,460.0,208.0,437.0,253.0,483.0,512.0,512.0,container,True,False,False
DJI_0030_25,265,1,390.0,60.5,369.0,40.0,411.0,81.0,512.0,512.0,flower pot,False,True,False
G0036546_12,266,1,203.0,359.5,194.0,349.0,212.0,370.0,512.0,512.0,container,False,True,False
G0013882_1,267,1,150.0,368.5,1.0,266.0,299.0,471.0,512.0,512.0,car,False,True,False
G0024050_8,268,1,360.5,152.5,276.0,61.0,445.0,244.0,512.0,512.0,umbrella,False,True,False
G0024066_0,269,1,369.5,414.5,354.0,399.0,385.0,430.0,512.0,512.0,trash bin,False,False,True
G0024066_0,270,2,394.5,425.0,380.0,409.0,409.0,441.0,512.0,512.0,trash bin,False,False,True
G0024066_0,271,3,363.5,410.5,344.0,389.0,383.0,432.0,512.0,512.0,container,False,False,True
G0024066_0,272,4,392.5,396.0,375.0,379.0,410.0,413.0,512.0,512.0,container,False,False,True
G0024066_0,273,5,399.0,427.0,379.0,413.0,419.0,441.0,512.0,512.0,container,False,False,True
DJI_0393_29,274,1,191.5,186.0,2.0,1.0,381.0,371.0,500.0,500.0,porch,False,True,False
DJI_0114_17,275,1,206.5,22.5,177.0,1.0,236.0,44.0,500.0,500.0,trash bin,False,True,False
DJI_0114_17,276,2,360.5,19.5,347.0,5.0,374.0,34.0,500.0,500.0,container,False,True,False
DJI_0114_17,277,3,67.0,58.5,40.0,35.0,94.0,82.0,500.0,500.0,toy,False,True,False
DJI_0099_44,278,1,99.0,199.5,83.0,187.0,115.0,212.0,500.0,500.0,container,True,False,False
DJI_0099_44,279,2,97.0,197.5,81.0,185.0,113.0,210.0,500.0,500.0,no larvae,True,False,False
DJI_0297_38,280,1,441.0,202.5,423.0,182.0,459.0,223.0,512.0,512.0,flower pot,False,True,False
G0024057_8,281,1,484.0,164.0,472.0,152.0,496.0,176.0,512.0,512.0,car,True,False,False
DJI_0145_22,282,1,142.0,464.5,105.0,431.0,179.0,498.0,500.0,500.0,trash bin,False,True,False
G0024038_3,283,1,141.0,139.0,132.0,130.0,150.0,148.0,512.0,512.0,flower pot,False,True,False
DJI_0175_10,284,1,119.0,113.0,106.0,101.0,132.0,125.0,500.0,500.0,flower pot,False,True,False
DJI_0322_6,285,1,223.5,138.5,186.0,1.0,261.0,276.0,512.0,512.0,toy,False,True,False
DJI_0322_6,286,2,289.0,128.5,241.0,1.0,337.0,256.0,512.0,512.0,toy,False,True,False
DJI_0322_6,287,3,287.0,128.5,239.0,1.0,335.0,256.0,512.0,512.0,kayak,False,True,False
DJI_0322_6,288,4,221.5,138.5,184.0,1.0,259.0,276.0,512.0,512.0,kayak,False,True,False
DJI_0031_18,289,1,116.5,239.0,1.0,100.0,232.0,378.0,512.0,512.0,umbrella,False,True,False
DJI_0136_18,290,1,263.5,126.5,252.0,112.0,275.0,141.0,500.0,500.0,flower pot,False,True,False
DJI_0136_18,291,2,277.5,124.5,271.0,116.0,284.0,133.0,500.0,500.0,flower pot,False,True,False
G0013880_13,292,1,398.0,27.0,377.0,10.0,419.0,44.0,512.0,512.0,container,False,True,False
G0013880_13,293,2,404.0,29.5,381.0,10.0,427.0,49.0,512.0,512.0,pot,False,True,False
G0024050_23,294,1,161.5,122.0,145.0,106.0,178.0,138.0,440.0,464.0,container,False,True,False
G0036430_9,295,1,205.0,425.5,181.0,387.0,229.0,464.0,512.0,512.0,toy,False,True,False
G0036430_9,296,2,179.0,416.0,163.0,402.0,195.0,430.0,512.0,512.0,container,False,True,False
G0036430_9,297,4,71.0,465.5,1.0,436.0,141.0,495.0,512.0,512.0,tarp,False,True,False
DJI_0191_6,298,1,303.5,65.0,286.0,47.0,321.0,83.0,500.0,500.0,container,False,False,True
DJI_0191_6,299,2,228.0,76.5,198.0,49.0,258.0,104.0,500.0,500.0,container,False,False,True
DJI_0191_6,300,3,105.5,57.0,85.0,25.0,126.0,89.0,500.0,500.0,container,False,False,True
DJI_0191_6,301,4,66.0,50.0,39.0,16.0,93.0,84.0,500.0,500.0,container,False,False,True
DJI_0191_6,302,5,38.0,33.5,9.0,1.0,67.0,66.0,500.0,500.0,container,False,False,True
DJI_0191_6,303,6,439.0,57.5,416.0,29.0,462.0,86.0,500.0,500.0,container,False,False,True
DJI_0191_6,304,7,478.0,51.5,456.0,27.0,500.0,76.0,500.0,500.0,container,False,False,True
G0024087_21,305,1,151.0,123.5,116.0,101.0,186.0,146.0,512.0,464.0,drain,False,True,False
DJI_0038_27,306,1,112.0,126.5,97.0,116.0,127.0,137.0,512.0,512.0,container,False,True,False
DJI_0038_27,307,2,162.5,130.0,148.0,116.0,177.0,144.0,512.0,512.0,container,False,True,False
DJI_0325_33,308,1,179.5,143.0,154.0,123.0,205.0,163.0,512.0,512.0,container,False,True,False
DJI_0325_33,309,2,150.0,184.5,117.0,160.0,183.0,209.0,512.0,512.0,trash bin,False,True,False
G0036428_20,310,1,320.0,71.0,307.0,58.0,333.0,84.0,512.0,464.0,flower pot,False,True,False
G0036428_20,311,2,385.0,51.0,374.0,42.0,396.0,60.0,512.0,464.0,flower pot,False,True,False
G0036428_20,312,3,440.0,239.5,413.0,208.0,467.0,271.0,512.0,464.0,toy,False,True,False
DJI_0129_23,313,1,297.5,418.0,264.0,396.0,331.0,440.0,500.0,500.0,container,False,True,False
G0024087_14,314,1,62.5,347.5,45.0,333.0,80.0,362.0,512.0,512.0,container,False,True,False
G0024087_14,315,2,42.0,362.0,22.0,350.0,62.0,374.0,512.0,512.0,container,False,True,False
G0013878_19,316,1,55.5,378.0,32.0,354.0,79.0,402.0,512.0,464.0,container,False,False,True
G0013878_19,317,2,140.5,400.5,117.0,380.0,164.0,421.0,512.0,464.0,container,False,False,True
G0024017_2,318,2,230.5,370.0,210.0,344.0,251.0,396.0,512.0,512.0,gutter,True,False,False
G0024076_14,319,1,120.0,159.0,107.0,152.0,133.0,166.0,512.0,512.0,container,False,True,False
DJI_0097_13,320,1,226.5,231.0,114.0,139.0,339.0,323.0,500.0,500.0,basketball,False,True,False
DJI_0097_13,321,2,329.0,221.0,204.0,121.0,454.0,321.0,500.0,500.0,basketball,False,True,False
DJI_0097_13,322,3,327.0,219.0,202.0,119.0,452.0,319.0,500.0,500.0,no larvae,False,True,False
DJI_0097_13,323,4,228.0,232.5,114.0,139.0,342.0,326.0,500.0,500.0,no larvae,False,True,False
G0024059_3,324,1,385.5,349.0,259.0,249.0,512.0,449.0,512.0,512.0,car,False,True,False
DJI_0106_0,325,1,343.5,301.5,326.0,289.0,361.0,314.0,500.0,500.0,container,False,True,False
DJI_0192_11,326,1,449.5,122.0,435.0,104.0,464.0,140.0,500.0,500.0,flower pot,False,True,False
DJI_0192_11,327,2,347.5,239.0,325.0,216.0,370.0,262.0,500.0,500.0,flower pot,False,True,False
G0024057_5,328,1,295.0,109.5,272.0,84.0,318.0,135.0,440.0,512.0,trash bin,False,True,False
G0024057_5,329,2,299.5,112.0,278.0,93.0,321.0,131.0,440.0,512.0,container,False,True,False
G0024057_5,330,3,130.0,106.5,115.0,92.0,145.0,121.0,440.0,512.0,container,False,True,False
G0024057_5,331,4,177.0,48.0,169.0,36.0,185.0,60.0,440.0,512.0,container,False,True,False
G0024057_5,332,5,128.5,103.5,113.0,86.0,144.0,121.0,440.0,512.0,trash bin,False,True,False
G0024026_17,333,1,167.0,186.0,32.0,109.0,302.0,263.0,440.0,512.0,car,False,True,False
DJI_0027_10,334,1,171.0,398.5,1.0,293.0,341.0,504.0,512.0,512.0,porch,False,True,False
G0024049_4,335,1,267.5,498.0,259.0,486.0,276.0,510.0,512.0,512.0,container,False,True,False
DJI_0395_3,336,1,360.0,243.5,349.0,233.0,371.0,254.0,500.0,500.0,flower pot,True,False,False
DJI_0395_3,337,2,363.0,264.0,351.0,252.0,375.0,276.0,500.0,500.0,flower pot,True,False,False
DJI_0395_3,338,3,363.0,289.0,350.0,273.0,376.0,305.0,500.0,500.0,flower pot,True,False,False
DJI_0031_6,339,1,317.0,79.0,122.0,1.0,512.0,157.0,512.0,512.0,toy,True,False,False
DJI_0031_6,340,2,137.5,170.0,61.0,126.0,214.0,214.0,512.0,512.0,toy,True,False,False
DJI_0031_6,341,3,356.0,186.0,272.0,139.0,440.0,233.0,512.0,512.0,toy,True,False,False
DJI_0031_6,342,4,59.5,52.5,28.0,17.0,91.0,88.0,512.0,512.0,toy,True,False,False
DJI_0037_10,343,1,254.0,276.5,10.0,41.0,498.0,512.0,512.0,512.0,porch,False,True,False
G0024040_5,344,1,230.0,255.0,107.0,191.0,353.0,319.0,440.0,512.0,car,False,True,False
G0024040_9,345,2,87.0,382.5,22.0,253.0,152.0,512.0,512.0,512.0,car,False,True,False
DJI_0087_18,346,1,358.0,341.5,331.0,313.0,385.0,370.0,500.0,500.0,flower pot,False,True,False
DJI_0087_18,347,2,339.0,358.0,179.0,216.0,499.0,500.0,500.0,500.0,porch,False,True,False
G0024036_16,348,1,474.5,473.5,440.0,435.0,509.0,512.0,512.0,512.0,basketball,False,True,False
G0013833_17,349,1,397.0,445.0,385.0,432.0,409.0,458.0,440.0,512.0,container,False,True,False
G0013833_17,350,2,397.0,446.0,383.0,432.0,411.0,460.0,440.0,512.0,trash bin,False,True,False
G0024059_4,351,1,86.0,404.0,43.0,368.0,129.0,440.0,512.0,512.0,drain,False,True,False
DJI_0136_40,352,1,446.0,161.5,425.0,136.0,467.0,187.0,500.0,500.0,flower pot,False,True,False
DJI_0136_40,353,2,444.0,159.5,423.0,134.0,465.0,185.0,500.0,500.0,no larvae,False,True,False
G0013868_20,354,1,315.0,290.0,280.0,247.0,350.0,333.0,512.0,464.0,air conditioner,False,True,False
DJI_0028_35,355,1,96.0,303.0,36.0,270.0,156.0,336.0,512.0,512.0,clutter,False,True,False
DJI_0028_35,356,2,106.0,289.5,90.0,279.0,122.0,300.0,512.0,512.0,watering can,False,True,False
G0024095_0,357,2,137.5,274.5,1.0,142.0,274.0,407.0,512.0,512.0,porch,False,True,False
G0024095_0,358,3,90.0,263.5,52.0,225.0,128.0,302.0,512.0,512.0,table,False,True,False
G0024095_0,359,5,121.5,181.0,104.0,164.0,139.0,198.0,512.0,512.0,table,False,True,False
G0024095_0,360,6,124.5,342.5,113.0,331.0,136.0,354.0,512.0,512.0,flower pot,False,True,False
G0024095_0,361,7,144.5,336.0,132.0,326.0,157.0,346.0,512.0,512.0,flower pot,False,True,False
G0024030_11,362,1,211.0,454.5,183.0,419.0,239.0,490.0,440.0,512.0,container,False,True,False
DJI_0320_12,363,1,45.0,211.5,31.0,201.0,59.0,222.0,512.0,512.0,watering can,False,False,True
DJI_0320_12,364,2,126.0,309.0,105.0,288.0,147.0,330.0,512.0,512.0,flower pot,False,False,True
DJI_0320_12,365,3,171.5,275.5,147.0,252.0,196.0,299.0,512.0,512.0,flower pot,False,False,True
DJI_0320_12,366,4,165.5,333.5,141.0,310.0,190.0,357.0,512.0,512.0,flower pot,False,False,True
DJI_0320_12,367,5,341.5,394.5,335.0,386.0,348.0,403.0,512.0,512.0,container,False,False,True
DJI_0294_18,368,1,249.0,455.5,233.0,437.0,265.0,474.0,512.0,512.0,flower pot,False,True,False
DJI_0294_18,369,2,202.0,465.0,186.0,449.0,218.0,481.0,512.0,512.0,flower pot,False,True,False
DJI_0294_18,370,3,263.0,496.5,239.0,481.0,287.0,512.0,512.0,512.0,flower pot,False,True,False
DJI_0294_18,371,4,179.0,499.5,160.0,487.0,198.0,512.0,512.0,512.0,flower pot,False,True,False
DJI_0294_18,372,5,47.0,465.5,27.0,453.0,67.0,478.0,512.0,512.0,flower pot,False,True,False
DJI_0137_0,373,1,425.0,238.5,367.0,130.0,483.0,347.0,500.0,500.0,umbrella,True,False,False
G0024038_4,374,1,160.0,391.5,72.0,306.0,248.0,477.0,512.0,512.0,umbrella,False,True,False
G0013831_23,375,1,130.0,89.0,26.0,1.0,234.0,177.0,440.0,464.0,car,False,True,False
G0036444_14,376,1,417.5,59.5,393.0,38.0,442.0,81.0,512.0,512.0,flower pot,False,True,False
DJI_0078_5,377,1,280.5,117.0,257.0,85.0,304.0,149.0,500.0,500.0,toy,False,True,False
DJI_0078_5,378,2,281.5,118.5,258.0,85.0,305.0,152.0,500.0,500.0,no larvae,False,True,False
DJI_0078_5,379,3,306.5,58.0,283.0,27.0,330.0,89.0,500.0,500.0,toy,False,True,False
DJI_0078_5,380,4,306.0,58.0,284.0,27.0,328.0,89.0,500.0,500.0,no larvae,False,True,False
G0024057_13,381,1,134.0,290.0,1.0,224.0,267.0,356.0,512.0,512.0,car,False,True,False
G0024061_15,382,1,174.0,421.0,156.0,403.0,192.0,439.0,512.0,512.0,container,False,True,False
G0024055_23,383,1,169.0,375.5,144.0,348.0,194.0,403.0,440.0,464.0,flower pot,False,True,False
G0024058_3,384,1,455.5,492.5,432.0,473.0,479.0,512.0,512.0,512.0,air conditioner,False,True,False
G0024029_10,385,1,466.5,315.5,421.0,228.0,512.0,403.0,512.0,512.0,umbrella,False,True,False
G0024029_10,386,2,433.5,249.5,355.0,56.0,512.0,443.0,512.0,512.0,porch,False,True,False
DJI_0001_23,387,1,78.5,244.0,59.0,228.0,98.0,260.0,416.0,512.0,container,False,False,True
DJI_0001_23,388,2,37.5,250.0,13.0,230.0,62.0,270.0,416.0,512.0,container,False,False,True
DJI_0001_23,389,3,226.5,235.0,188.0,222.0,265.0,248.0,416.0,512.0,container,False,False,True
DJI_0001_23,390,4,170.0,236.0,137.0,220.0,203.0,252.0,416.0,512.0,container,False,False,True
DJI_0024_30,391,1,313.5,336.5,119.0,161.0,508.0,512.0,512.0,512.0,porch,False,True,False
G0024062_1,392,1,246.5,53.5,234.0,3.0,259.0,104.0,512.0,512.0,gutter,False,True,False
G0024029_14,393,1,60.0,245.0,49.0,229.0,71.0,261.0,512.0,512.0,flower pot,False,True,False
DJI_0326_37,394,1,183.5,48.5,170.0,34.0,197.0,63.0,512.0,512.0,container,False,True,False
DJI_0326_37,395,2,189.0,72.0,177.0,60.0,201.0,84.0,512.0,512.0,container,False,True,False
DJI_0326_37,396,3,206.5,68.0,195.0,55.0,218.0,81.0,512.0,512.0,container,False,True,False
G0036463_20,397,1,440.5,279.0,434.0,272.0,447.0,286.0,512.0,464.0,container,False,True,False
G0036463_20,398,2,472.0,362.0,450.0,341.0,494.0,383.0,512.0,464.0,toy,False,True,False
G0036463_20,399,3,434.5,313.0,425.0,300.0,444.0,326.0,512.0,464.0,pot,False,True,False
G0036463_20,400,4,415.0,205.0,320.0,2.0,510.0,408.0,512.0,464.0,porch,False,True,False
DJI_0017_33,401,1,120.5,272.5,1.0,144.0,240.0,401.0,512.0,512.0,umbrella,False,True,False
G0013835_15,402,1,304.0,232.0,278.0,168.0,330.0,296.0,512.0,512.0,table,False,False,True
DJI_0206_24,403,1,333.5,352.5,184.0,205.0,483.0,500.0,500.0,500.0,porch,False,True,False
G0036541_21,404,1,388.0,182.5,375.0,168.0,401.0,197.0,512.0,464.0,container,False,True,False
G0013834_3,405,1,463.0,279.0,436.0,221.0,490.0,337.0,512.0,512.0,table,False,True,False
DJI_0033_36,406,1,259.0,256.5,6.0,8.0,512.0,505.0,512.0,512.0,porch,False,True,False
DJI_0033_36,407,2,298.5,342.0,123.0,172.0,474.0,512.0,512.0,512.0,umbrella,False,True,False
DJI_0033_36,408,3,448.0,115.0,436.0,98.0,460.0,132.0,512.0,512.0,container,False,True,False
DJI_0033_36,409,4,496.0,166.0,480.0,136.0,512.0,196.0,512.0,512.0,container,False,True,False
DJI_0033_36,410,5,104.0,477.5,83.0,455.0,125.0,500.0,512.0,512.0,flower pot,False,True,False
DJI_0033_36,411,6,143.0,492.5,110.0,473.0,176.0,512.0,512.0,512.0,flower pot,False,True,False
DJI_0163_25,412,1,197.0,328.0,82.0,192.0,312.0,464.0,500.0,500.0,porch,False,True,False
G0024060_7,413,1,469.0,235.5,443.0,214.0,495.0,257.0,512.0,512.0,container,False,True,False
G0024060_7,414,2,438.5,207.5,419.0,188.0,458.0,227.0,512.0,512.0,container,False,True,False
G0024060_7,415,3,448.5,179.5,432.0,168.0,465.0,191.0,512.0,512.0,container,False,True,False
G0024060_7,416,4,480.0,178.0,461.0,157.0,499.0,199.0,512.0,512.0,container,False,True,False
G0024060_7,417,5,441.0,54.5,401.0,1.0,481.0,108.0,512.0,512.0,trash,False,True,False
DJI_0104_0,418,1,229.0,220.5,29.0,7.0,429.0,434.0,500.0,500.0,porch,False,True,False
DJI_0104_0,419,2,123.5,79.5,88.0,39.0,159.0,120.0,500.0,500.0,container,False,True,False
DJI_0024_8,420,1,389.5,234.5,350.0,5.0,429.0,464.0,512.0,512.0,clutter,False,True,False
G0036497_14,421,1,254.5,32.5,229.0,10.0,280.0,55.0,512.0,512.0,flower pot,False,True,False
G0036497_14,422,2,489.5,96.5,477.0,83.0,502.0,110.0,512.0,512.0,flower pot,False,True,False
G0036497_14,423,3,428.0,139.0,416.0,127.0,440.0,151.0,512.0,512.0,flower pot,False,True,False
G0036497_14,424,4,429.5,163.0,413.0,147.0,446.0,179.0,512.0,512.0,flower pot,False,True,False
G0036497_14,425,5,169.0,233.0,144.0,212.0,194.0,254.0,512.0,512.0,flower pot,False,True,False
G0013857_12,426,1,223.5,178.0,185.0,153.0,262.0,203.0,512.0,512.0,drain,False,True,False
DJI_0126_5,427,1,369.0,279.5,322.0,257.0,416.0,302.0,500.0,500.0,gutter,True,False,False
DJI_0085_28,428,1,347.0,97.0,281.0,15.0,413.0,179.0,500.0,500.0,basketball,False,True,False
DJI_0085_28,429,2,349.0,98.5,283.0,17.0,415.0,180.0,500.0,500.0,no larvae,False,True,False
DJI_0085_28,430,3,51.0,125.5,36.0,112.0,66.0,139.0,500.0,500.0,container,False,True,False
DJI_0085_28,431,4,56.0,127.0,39.0,114.0,73.0,140.0,500.0,500.0,no larvae,False,True,False
DJI_0157_42,432,1,171.5,417.5,152.0,400.0,191.0,435.0,500.0,500.0,container,True,False,False
DJI_0157_42,433,2,169.5,415.5,150.0,398.0,189.0,433.0,500.0,500.0,no larvae,True,False,False
G0024056_16,434,1,204.5,372.5,56.0,258.0,353.0,487.0,512.0,512.0,car,False,True,False
G0013864_14,435,1,119.5,204.5,1.0,112.0,238.0,297.0,512.0,512.0,car,True,False,False
DJI_0015_27,436,1,259.0,482.5,244.0,466.0,274.0,499.0,512.0,512.0,container,False,True,False
G0013855_5,437,1,249.0,419.5,138.0,360.0,360.0,479.0,440.0,512.0,car,False,True,False
G0036562_4,438,1,218.5,324.5,213.0,317.0,224.0,332.0,512.0,512.0,container,True,False,False
G0036562_4,439,2,228.5,316.5,224.0,310.0,233.0,323.0,512.0,512.0,container,True,False,False
G0036562_4,440,3,237.5,320.0,232.0,314.0,243.0,326.0,512.0,512.0,container,True,False,False
G0036562_4,441,4,232.0,333.0,227.0,326.0,237.0,340.0,512.0,512.0,container,True,False,False
G0036562_4,442,5,224.5,329.0,220.0,322.0,229.0,336.0,512.0,512.0,container,True,False,False
G0036562_4,443,6,231.5,306.0,226.0,298.0,237.0,314.0,512.0,512.0,container,True,False,False
G0036562_4,444,7,241.5,310.0,236.0,304.0,247.0,316.0,512.0,512.0,container,True,False,False
G0036562_4,445,8,293.0,352.5,287.0,342.0,299.0,363.0,512.0,512.0,container,True,False,False
G0036562_4,446,9,304.0,357.0,297.0,348.0,311.0,366.0,512.0,512.0,container,True,False,False
G0013862_8,447,1,123.0,52.5,83.0,1.0,163.0,104.0,512.0,512.0,table,False,True,False
G0024054_21,448,1,380.5,346.0,284.0,228.0,477.0,464.0,512.0,464.0,car,True,False,False
G0013889_18,449,2,320.0,427.0,257.0,390.0,383.0,464.0,512.0,464.0,table,False,False,True
G0013831_15,450,5,98.0,255.0,82.0,238.0,114.0,272.0,512.0,512.0,container,False,True,False
G0013831_15,451,6,99.0,255.5,86.0,241.0,112.0,270.0,512.0,512.0,flower pot,False,True,False
G0013831_15,452,8,81.5,361.0,66.0,347.0,97.0,375.0,512.0,512.0,container,False,True,False
G0013831_15,453,9,82.5,363.0,69.0,350.0,96.0,376.0,512.0,512.0,flower pot,False,True,False
DJI_0321_18,454,1,66.0,221.5,1.0,55.0,131.0,388.0,512.0,512.0,clutter,False,True,False
G0013865_17,455,1,29.0,319.0,10.0,302.0,48.0,336.0,440.0,512.0,container,False,True,False
G0024084_3,456,1,384.5,437.0,371.0,426.0,398.0,448.0,512.0,512.0,container,False,True,False
G0024084_3,457,2,373.0,458.5,358.0,445.0,388.0,472.0,512.0,512.0,container,False,True,False
G0024084_3,458,3,348.5,478.0,330.0,463.0,367.0,493.0,512.0,512.0,container,False,True,False
G0024084_3,459,4,349.0,448.0,332.0,432.0,366.0,464.0,512.0,512.0,container,False,True,False
G0024084_3,460,5,377.0,484.0,362.0,473.0,392.0,495.0,512.0,512.0,container,False,True,False
G0024084_3,461,6,358.0,499.0,339.0,486.0,377.0,512.0,512.0,512.0,container,False,True,False
G0024084_3,462,7,408.0,409.0,395.0,397.0,421.0,421.0,512.0,512.0,container,False,True,False
G0024084_3,463,8,429.5,185.5,412.0,171.0,447.0,200.0,512.0,512.0,container,False,True,False
G0024020_22,464,1,264.0,73.5,159.0,15.0,369.0,132.0,512.0,464.0,car,True,False,False
G0024020_22,465,2,77.0,61.5,1.0,18.0,153.0,105.0,512.0,464.0,car,True,False,False
G0036487_9,466,1,377.5,357.5,357.0,337.0,398.0,378.0,512.0,512.0,flower pot,False,True,False
G0036487_9,467,2,160.0,185.5,145.0,174.0,175.0,197.0,512.0,512.0,flower pot,False,True,False
G0036487_9,468,3,293.0,98.0,263.0,73.0,323.0,123.0,512.0,512.0,flower pot,False,True,False
DJI_0109_47,469,1,317.0,367.0,225.0,272.0,409.0,462.0,500.0,500.0,table,False,True,False
DJI_0109_47,470,2,322.5,383.5,304.0,364.0,341.0,403.0,500.0,500.0,flower pot,False,True,False
DJI_0134_8,471,1,264.0,407.5,249.0,393.0,279.0,422.0,500.0,500.0,flower pot,False,True,False
DJI_0134_8,472,2,283.0,375.5,241.0,348.0,325.0,403.0,500.0,500.0,trash bin,False,True,False
DJI_0134_8,473,3,273.5,176.0,248.0,93.0,299.0,259.0,500.0,500.0,ladder,False,True,False
G0013857_5,474,1,206.5,247.0,175.0,215.0,238.0,279.0,440.0,512.0,trash bin,False,True,False
G0013857_5,475,2,252.0,253.0,225.0,230.0,279.0,276.0,440.0,512.0,container,False,True,False
G0024067_19,476,1,319.5,181.0,293.0,157.0,346.0,205.0,512.0,464.0,trash bin,False,True,False
G0024067_19,477,2,363.0,158.5,334.0,135.0,392.0,182.0,512.0,464.0,trash bin,False,True,False
G0024067_19,478,3,381.5,180.5,356.0,158.0,407.0,203.0,512.0,464.0,trash bin,False,True,False
G0024067_19,479,4,355.5,150.5,330.0,122.0,381.0,179.0,512.0,464.0,container,False,True,False
G0024067_19,480,5,378.0,182.5,351.0,155.0,405.0,210.0,512.0,464.0,container,False,True,False
G0024067_19,481,6,324.5,190.0,297.0,163.0,352.0,217.0,512.0,464.0,container,False,True,False
G0024050_16,482,1,378.5,24.5,372.0,17.0,385.0,32.0,512.0,512.0,container,False,True,False
G0036460_20,483,1,383.5,391.0,360.0,369.0,407.0,413.0,512.0,464.0,container,False,True,False
G0036460_20,484,2,341.0,454.0,314.0,444.0,368.0,464.0,512.0,464.0,container,False,True,False
G0013848_2,485,1,182.5,72.5,162.0,38.0,203.0,107.0,512.0,512.0,container,False,True,False
G0013848_2,486,3,115.5,116.0,2.0,1.0,229.0,231.0,512.0,512.0,porch,False,True,False
G0013848_2,487,4,45.5,292.5,26.0,279.0,65.0,306.0,512.0,512.0,container,False,True,False
G0013848_2,488,5,18.0,293.0,2.0,277.0,34.0,309.0,512.0,512.0,container,False,True,False
G0036434_16,489,1,198.5,323.0,1.0,278.0,396.0,368.0,512.0,512.0,gutter,False,True,False
G0024029_11,490,1,39.0,318.5,1.0,244.0,77.0,393.0,440.0,512.0,umbrella,False,True,False
G0024025_2,491,1,270.5,215.5,173.0,153.0,368.0,278.0,512.0,512.0,porch,False,True,False
G0024038_0,492,1,168.5,177.0,152.0,159.0,185.0,195.0,512.0,512.0,flower pot,False,True,False
G0024041_11,493,1,315.0,105.5,194.0,41.0,436.0,170.0,440.0,512.0,car,False,True,False
G0036503_3,494,2,309.0,153.0,296.0,140.0,322.0,166.0,512.0,512.0,container,False,True,False
G0036503_3,495,3,356.0,106.0,347.0,94.0,365.0,118.0,512.0,512.0,container,False,True,False
DJI_0098_24,496,1,43.5,235.0,1.0,208.0,86.0,262.0,500.0,500.0,stone feature,True,False,False
DJI_0098_24,497,2,43.5,233.0,1.0,206.0,86.0,260.0,500.0,500.0,no larvae,True,False,False
G0024056_14,498,1,124.0,447.5,1.0,383.0,247.0,512.0,512.0,512.0,car,False,False,True
DJI_0029_10,499,1,204.5,377.0,156.0,336.0,253.0,418.0,512.0,512.0,container,False,False,True
G0024026_11,500,1,69.5,222.0,47.0,200.0,92.0,244.0,440.0,512.0,trash bin,True,False,False
G0024026_11,501,2,121.5,228.5,98.0,208.0,145.0,249.0,440.0,512.0,trash bin,True,False,False
G0013841_10,502,1,367.0,483.0,343.0,454.0,391.0,512.0,512.0,512.0,car,False,True,False
G0013841_10,503,2,370.0,424.5,336.0,386.0,404.0,463.0,512.0,512.0,table,False,True,False
G0013841_10,504,5,286.5,370.5,111.0,229.0,462.0,512.0,512.0,512.0,porch,False,True,False
DJI_0230_32,505,1,383.0,273.0,267.0,46.0,499.0,500.0,500.0,500.0,porch,False,False,True
DJI_0309_17,506,1,137.0,109.5,127.0,95.0,147.0,124.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,507,2,110.0,118.0,91.0,100.0,129.0,136.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,508,3,118.5,167.0,102.0,148.0,135.0,186.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,509,4,122.0,191.5,93.0,177.0,151.0,206.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,510,5,306.0,241.5,288.0,222.0,324.0,261.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,511,6,269.0,271.0,252.0,257.0,286.0,285.0,512.0,512.0,flower pot,False,False,True
DJI_0309_17,512,7,465.5,294.5,419.0,192.0,512.0,397.0,512.0,512.0,umbrella,False,False,True
G0013843_22,513,1,139.5,38.5,100.0,1.0,179.0,76.0,512.0,464.0,table,False,True,False
G0024037_17,514,1,11.5,285.5,5.0,278.0,18.0,293.0,440.0,512.0,container,False,False,True
DJI_0008_45,515,1,431.5,241.5,413.0,211.0,450.0,272.0,512.0,440.0,pot,False,True,False
G0024038_9,516,1,115.0,234.0,105.0,224.0,125.0,244.0,512.0,512.0,container,False,True,False
G0024038_9,517,2,91.0,215.5,83.0,204.0,99.0,227.0,512.0,512.0,container,False,True,False
G0024038_9,518,3,210.0,313.0,196.0,297.0,224.0,329.0,512.0,512.0,container,False,True,False
G0024038_9,519,4,104.5,270.5,97.0,264.0,112.0,277.0,512.0,512.0,container,False,True,False
G0024038_9,520,5,226.0,360.5,196.0,328.0,256.0,393.0,512.0,512.0,toy,False,True,False
G0013863_14,521,1,254.0,141.0,212.0,64.0,296.0,218.0,512.0,512.0,table,False,True,False
