photos,class,class instances,xmid,ymid,xmin,ymin,xmax,ymax,iwidth,iheight,valid
DJI_0294_18,flower pot,5,47.0,465.5,27.0,453.0,67.0,478.0,512.0,512.0,False
G0013835_8,chair,1,179.0,242.0,143.0,189.0,215.0,295.0,512.0,512.0,False
G0024038_4,umbrella,1,160.0,391.5,72.0,306.0,248.0,477.0,512.0,512.0,False
G0013831_23,car,1,130.0,89.0,26.0,1.0,234.0,177.0,440.0,464.0,False
G0036444_14,flower pot,1,417.5,59.5,393.0,38.0,442.0,81.0,512.0,512.0,False
G0036444_14,pool,2,208.5,27.0,80.0,1.0,337.0,53.0,512.0,512.0,False
G0024072_14,pool,1,229.5,306.0,70.0,120.0,389.0,492.0,512.0,512.0,False
G0024057_13,car,1,134.0,290.0,1.0,224.0,267.0,356.0,512.0,512.0,True
G0024061_15,container,1,174.0,421.0,156.0,403.0,192.0,439.0,512.0,512.0,False
G0013833_20,chair,1,415.0,407.5,396.0,386.0,434.0,429.0,512.0,464.0,True
G0013833_20,chair,2,476.5,437.5,462.0,417.0,491.0,458.0,512.0,464.0,True
G0024055_23,flower pot,1,169.0,375.5,144.0,348.0,194.0,403.0,440.0,464.0,False
G0024058_3,air conditioner,1,455.5,492.5,432.0,473.0,479.0,512.0,512.0,512.0,False
G0024029_10,umbrella,1,466.5,315.5,421.0,228.0,512.0,403.0,512.0,512.0,True
G0024029_10,porch,2,433.5,249.5,355.0,56.0,512.0,443.0,512.0,512.0,True
DJI_0001_23,container,1,78.5,244.0,59.0,228.0,98.0,260.0,416.0,512.0,False
DJI_0001_23,container,2,37.5,250.0,13.0,230.0,62.0,270.0,416.0,512.0,False
DJI_0001_23,container,3,226.5,235.0,188.0,222.0,265.0,248.0,416.0,512.0,False
DJI_0001_23,container,4,170.0,236.0,137.0,220.0,203.0,252.0,416.0,512.0,False
DJI_0024_30,porch,1,313.5,336.5,119.0,161.0,508.0,512.0,512.0,512.0,False
G0024062_1,gutter,1,246.5,53.5,234.0,3.0,259.0,104.0,512.0,512.0,True
G0024029_14,flower pot,1,60.0,245.0,49.0,229.0,71.0,261.0,512.0,512.0,False
DJI_0326_37,container,1,183.5,48.5,170.0,34.0,197.0,63.0,512.0,512.0,False
DJI_0326_37,container,2,189.0,72.0,177.0,60.0,201.0,84.0,512.0,512.0,False
DJI_0326_37,container,3,206.5,68.0,195.0,55.0,218.0,81.0,512.0,512.0,False
G0036463_20,container,1,440.5,279.0,434.0,272.0,447.0,286.0,512.0,464.0,False
G0036463_20,toy,2,472.0,362.0,450.0,341.0,494.0,383.0,512.0,464.0,False
G0036463_20,pot,3,434.5,313.0,425.0,300.0,444.0,326.0,512.0,464.0,False
G0036463_20,porch,4,415.0,205.0,320.0,2.0,510.0,408.0,512.0,464.0,False
DJI_0017_33,umbrella,1,120.5,272.5,1.0,144.0,240.0,401.0,512.0,512.0,True
G0013876_23,hose,1,42.0,50.0,1.0,12.0,83.0,88.0,440.0,464.0,True
G0013835_15,table,1,304.0,232.0,278.0,168.0,330.0,296.0,512.0,512.0,False
G0036541_21,container,1,388.0,182.5,375.0,168.0,401.0,197.0,512.0,464.0,False
G0013834_3,table,1,463.0,279.0,436.0,221.0,490.0,337.0,512.0,512.0,False
G0013834_3,chair,2,497.5,273.0,483.0,255.0,512.0,291.0,512.0,512.0,False
G0013834_3,chair,3,464.0,222.0,447.0,212.0,481.0,232.0,512.0,512.0,False
G0013834_3,chair,4,431.5,282.0,421.0,263.0,442.0,301.0,512.0,512.0,False
DJI_0033_36,porch,1,259.0,256.5,6.0,8.0,512.0,505.0,512.0,512.0,True
DJI_0033_36,umbrella,2,298.5,342.0,123.0,172.0,474.0,512.0,512.0,512.0,True
DJI_0033_36,container,3,448.0,115.0,436.0,98.0,460.0,132.0,512.0,512.0,True
DJI_0033_36,container,4,496.0,166.0,480.0,136.0,512.0,196.0,512.0,512.0,True
DJI_0033_36,flower pot,5,104.0,477.5,83.0,455.0,125.0,500.0,512.0,512.0,True
DJI_0033_36,flower pot,6,143.0,492.5,110.0,473.0,176.0,512.0,512.0,512.0,True
G0024060_7,container,1,469.0,235.5,443.0,214.0,495.0,257.0,512.0,512.0,False
G0024060_7,container,2,438.5,207.5,419.0,188.0,458.0,227.0,512.0,512.0,False
G0024060_7,container,3,448.5,179.5,432.0,168.0,465.0,191.0,512.0,512.0,False
G0024060_7,container,4,480.0,178.0,461.0,157.0,499.0,199.0,512.0,512.0,False
G0024060_7,trash,5,441.0,54.5,401.0,1.0,481.0,108.0,512.0,512.0,False
DJI_0024_8,clutter,1,389.5,234.5,350.0,5.0,429.0,464.0,512.0,512.0,False
G0036497_14,flower pot,1,254.5,32.5,229.0,10.0,280.0,55.0,512.0,512.0,False
G0036497_14,flower pot,2,489.5,96.5,477.0,83.0,502.0,110.0,512.0,512.0,False
G0036497_14,flower pot,3,428.0,139.0,416.0,127.0,440.0,151.0,512.0,512.0,False
G0036497_14,flower pot,4,429.5,163.0,413.0,147.0,446.0,179.0,512.0,512.0,False
G0036497_14,flower pot,5,169.0,233.0,144.0,212.0,194.0,254.0,512.0,512.0,False
G0013857_12,drain,1,223.5,178.0,185.0,153.0,262.0,203.0,512.0,512.0,False
G0024084_1,chair,1,449.5,433.5,401.0,368.0,498.0,499.0,512.0,512.0,False
G0024056_16,car,1,204.5,372.5,56.0,258.0,353.0,487.0,512.0,512.0,False
G0013864_14,car,1,119.5,204.5,1.0,112.0,238.0,297.0,512.0,512.0,True
DJI_0015_27,container,1,259.0,482.5,244.0,466.0,274.0,499.0,512.0,512.0,False
G0013855_5,car,1,249.0,419.5,138.0,360.0,360.0,479.0,440.0,512.0,False
G0036562_4,container,1,218.5,324.5,213.0,317.0,224.0,332.0,512.0,512.0,False
G0036562_4,container,2,228.5,316.5,224.0,310.0,233.0,323.0,512.0,512.0,False
G0036562_4,container,3,237.5,320.0,232.0,314.0,243.0,326.0,512.0,512.0,False
G0036562_4,container,4,232.0,333.0,227.0,326.0,237.0,340.0,512.0,512.0,False
G0036562_4,container,5,224.5,329.0,220.0,322.0,229.0,336.0,512.0,512.0,False
G0036562_4,container,6,231.5,306.0,226.0,298.0,237.0,314.0,512.0,512.0,False
G0036562_4,container,7,241.5,310.0,236.0,304.0,247.0,316.0,512.0,512.0,False
G0036562_4,container,8,293.0,352.5,287.0,342.0,299.0,363.0,512.0,512.0,False
G0036562_4,container,9,304.0,357.0,297.0,348.0,311.0,366.0,512.0,512.0,False
G0013862_8,table,1,123.0,52.5,83.0,1.0,163.0,104.0,512.0,512.0,True
G0024054_21,car,1,380.5,346.0,284.0,228.0,477.0,464.0,512.0,464.0,True
G0013889_18,table,2,320.0,427.0,257.0,390.0,383.0,464.0,512.0,464.0,True
G0013831_15,container,5,98.0,255.0,82.0,238.0,114.0,272.0,512.0,512.0,False
G0013831_15,flower pot,6,99.0,255.5,86.0,241.0,112.0,270.0,512.0,512.0,False
G0013831_15,container,8,81.5,361.0,66.0,347.0,97.0,375.0,512.0,512.0,False
G0013831_15,flower pot,9,82.5,363.0,69.0,350.0,96.0,376.0,512.0,512.0,False
DJI_0321_18,clutter,1,66.0,221.5,1.0,55.0,131.0,388.0,512.0,512.0,True
G0013865_17,container,1,29.0,319.0,10.0,302.0,48.0,336.0,440.0,512.0,False
G0024084_3,container,1,384.5,437.0,371.0,426.0,398.0,448.0,512.0,512.0,False
G0024084_3,container,2,373.0,458.5,358.0,445.0,388.0,472.0,512.0,512.0,False
G0024084_3,container,3,348.5,478.0,330.0,463.0,367.0,493.0,512.0,512.0,False
G0024084_3,container,4,349.0,448.0,332.0,432.0,366.0,464.0,512.0,512.0,False
G0024084_3,container,5,377.0,484.0,362.0,473.0,392.0,495.0,512.0,512.0,False
G0024084_3,container,6,358.0,499.0,339.0,486.0,377.0,512.0,512.0,512.0,False
G0024084_3,container,7,408.0,409.0,395.0,397.0,421.0,421.0,512.0,512.0,False
G0024084_3,container,8,429.5,185.5,412.0,171.0,447.0,200.0,512.0,512.0,False
G0024020_22,car,1,264.0,73.5,159.0,15.0,369.0,132.0,512.0,464.0,False
G0024020_22,car,2,77.0,61.5,1.0,18.0,153.0,105.0,512.0,464.0,False
G0036487_9,flower pot,1,377.5,357.5,357.0,337.0,398.0,378.0,512.0,512.0,False
G0036487_9,flower pot,2,160.0,185.5,145.0,174.0,175.0,197.0,512.0,512.0,False
G0036487_9,flower pot,3,293.0,98.0,263.0,73.0,323.0,123.0,512.0,512.0,False
G0013857_5,trash bin,1,206.5,247.0,175.0,215.0,238.0,279.0,440.0,512.0,False
G0013857_5,container,2,252.0,253.0,225.0,230.0,279.0,276.0,440.0,512.0,False
G0024067_19,trash bin,1,319.5,181.0,293.0,157.0,346.0,205.0,512.0,464.0,False
G0024067_19,trash bin,2,363.0,158.5,334.0,135.0,392.0,182.0,512.0,464.0,False
G0024067_19,trash bin,3,381.5,180.5,356.0,158.0,407.0,203.0,512.0,464.0,False
G0024067_19,container,4,355.5,150.5,330.0,122.0,381.0,179.0,512.0,464.0,False
G0024067_19,container,5,378.0,182.5,351.0,155.0,405.0,210.0,512.0,464.0,False
G0024067_19,container,6,324.5,190.0,297.0,163.0,352.0,217.0,512.0,464.0,False
G0024050_16,container,1,378.5,24.5,372.0,17.0,385.0,32.0,512.0,512.0,True
G0036460_20,container,1,383.5,391.0,360.0,369.0,407.0,413.0,512.0,464.0,False
G0036460_20,container,2,341.0,454.0,314.0,444.0,368.0,464.0,512.0,464.0,False
G0013848_2,container,1,182.5,72.5,162.0,38.0,203.0,107.0,512.0,512.0,False
G0013848_2,porch,3,115.5,116.0,2.0,1.0,229.0,231.0,512.0,512.0,False
G0013848_2,container,4,45.5,292.5,26.0,279.0,65.0,306.0,512.0,512.0,False
G0013848_2,container,5,18.0,293.0,2.0,277.0,34.0,309.0,512.0,512.0,False
G0013848_2,bucket,6,42.0,294.0,27.0,278.0,57.0,310.0,512.0,512.0,False
G0013848_2,bucket,7,18.5,292.5,3.0,277.0,34.0,308.0,512.0,512.0,False
G0036434_16,gutter,1,198.5,323.0,1.0,278.0,396.0,368.0,512.0,512.0,False
G0024029_11,umbrella,1,39.0,318.5,1.0,244.0,77.0,393.0,440.0,512.0,True
G0024025_2,porch,1,270.5,215.5,173.0,153.0,368.0,278.0,512.0,512.0,False
G0024038_0,flower pot,1,168.5,177.0,152.0,159.0,185.0,195.0,512.0,512.0,False
G0013854_10,chair,1,63.5,66.0,43.0,43.0,84.0,89.0,512.0,512.0,False
G0024041_11,car,1,315.0,105.5,194.0,41.0,436.0,170.0,440.0,512.0,True
G0036503_3,tire,1,331.5,108.5,303.0,69.0,360.0,148.0,512.0,512.0,False
G0036503_3,container,2,309.0,153.0,296.0,140.0,322.0,166.0,512.0,512.0,False
G0036503_3,container,3,356.0,106.0,347.0,94.0,365.0,118.0,512.0,512.0,False
G0024056_14,car,1,124.0,447.5,1.0,383.0,247.0,512.0,512.0,512.0,True
DJI_0029_10,container,1,204.5,377.0,156.0,336.0,253.0,418.0,512.0,512.0,False
G0024026_11,trash bin,1,69.5,222.0,47.0,200.0,92.0,244.0,440.0,512.0,False
G0024026_11,trash bin,2,121.5,228.5,98.0,208.0,145.0,249.0,440.0,512.0,False
G0013841_10,car,1,367.0,483.0,343.0,454.0,391.0,512.0,512.0,512.0,True
G0013841_10,table,2,370.0,424.5,336.0,386.0,404.0,463.0,512.0,512.0,True
G0013841_10,chair,3,368.5,355.0,340.0,324.0,397.0,386.0,512.0,512.0,True
G0013841_10,chair,4,419.5,373.5,393.0,343.0,446.0,404.0,512.0,512.0,True
G0013841_10,porch,5,286.5,370.5,111.0,229.0,462.0,512.0,512.0,512.0,True
DJI_0309_17,flower pot,1,137.0,109.5,127.0,95.0,147.0,124.0,512.0,512.0,True
DJI_0309_17,flower pot,2,110.0,118.0,91.0,100.0,129.0,136.0,512.0,512.0,True
DJI_0309_17,flower pot,3,118.5,167.0,102.0,148.0,135.0,186.0,512.0,512.0,True
DJI_0309_17,flower pot,4,122.0,191.5,93.0,177.0,151.0,206.0,512.0,512.0,True
DJI_0309_17,flower pot,5,306.0,241.5,288.0,222.0,324.0,261.0,512.0,512.0,True
DJI_0309_17,flower pot,6,269.0,271.0,252.0,257.0,286.0,285.0,512.0,512.0,True
DJI_0309_17,umbrella,7,465.5,294.5,419.0,192.0,512.0,397.0,512.0,512.0,True
G0013843_22,table,1,139.5,38.5,100.0,1.0,179.0,76.0,512.0,464.0,False
G0024037_17,container,1,11.5,285.5,5.0,278.0,18.0,293.0,440.0,512.0,False
DJI_0008_45,pot,1,431.5,241.5,413.0,211.0,450.0,272.0,512.0,440.0,False
G0024038_9,container,1,115.0,234.0,105.0,224.0,125.0,244.0,512.0,512.0,True
G0024038_9,container,2,91.0,215.5,83.0,204.0,99.0,227.0,512.0,512.0,True
G0024038_9,container,3,210.0,313.0,196.0,297.0,224.0,329.0,512.0,512.0,True
G0024038_9,container,4,104.5,270.5,97.0,264.0,112.0,277.0,512.0,512.0,True
G0024038_9,toy,5,226.0,360.5,196.0,328.0,256.0,393.0,512.0,512.0,True
G0024035_7,pool,1,245.0,326.5,69.0,141.0,421.0,512.0,512.0,512.0,False
G0013863_14,table,1,254.0,141.0,212.0,64.0,296.0,218.0,512.0,512.0,False
G0013863_14,chair,2,88.0,260.0,25.0,234.0,151.0,286.0,512.0,512.0,False
G0013863_14,chair,3,82.5,323.0,16.0,292.0,149.0,354.0,512.0,512.0,False
G0013863_14,chair,4,216.0,162.5,199.0,144.0,233.0,181.0,512.0,512.0,False
G0013863_14,chair,5,231.0,109.0,215.0,90.0,247.0,128.0,512.0,512.0,False
G0013863_14,chair,6,272.5,89.0,251.0,68.0,294.0,110.0,512.0,512.0,False
G0013863_14,chair,7,306.5,129.5,292.0,109.0,321.0,150.0,512.0,512.0,False
G0013863_14,chair,8,294.5,184.0,281.0,165.0,308.0,203.0,512.0,512.0,False
G0013863_14,chair,9,251.0,220.5,223.0,191.0,279.0,250.0,512.0,512.0,False
G0013863_14,container,10,252.0,286.0,234.0,270.0,270.0,302.0,512.0,512.0,False
G0013863_14,flower pot,11,325.0,93.5,302.0,73.0,348.0,114.0,512.0,512.0,False
G0013863_14,container,12,221.5,448.0,202.0,432.0,241.0,464.0,512.0,512.0,False
G0013863_14,pot,13,219.0,451.0,199.0,429.0,239.0,473.0,512.0,512.0,False
G0024059_1,car,1,327.5,108.0,174.0,39.0,481.0,177.0,512.0,512.0,False
G0024056_15,car,1,121.0,229.0,1.0,108.0,241.0,350.0,512.0,512.0,True
DJI_0035_16,ladder,1,88.0,80.0,1.0,47.0,175.0,113.0,512.0,512.0,False
DJI_0035_16,ladder,2,97.0,41.5,16.0,22.0,178.0,61.0,512.0,512.0,False
G0024027_15,chair,1,241.5,451.0,220.0,435.0,263.0,467.0,512.0,512.0,False
G0024027_15,chair,2,193.0,433.0,171.0,412.0,215.0,454.0,512.0,512.0,False
G0024027_15,chair,3,162.5,359.0,140.0,341.0,185.0,377.0,512.0,512.0,False
G0024027_15,chair,4,161.0,310.0,137.0,288.0,185.0,332.0,512.0,512.0,False
G0024071_22,pool,1,389.5,215.5,267.0,1.0,512.0,430.0,512.0,464.0,False
G0024063_13,container,1,369.5,471.5,358.0,459.0,381.0,484.0,512.0,512.0,False
DJI_0001_25,flower pot,1,447.0,405.0,440.0,397.0,454.0,413.0,512.0,512.0,True
DJI_0001_25,pot,2,381.5,427.0,369.0,415.0,394.0,439.0,512.0,512.0,True
G0013865_8,toy,1,451.0,417.5,419.0,385.0,483.0,450.0,512.0,512.0,False
G0013865_8,table,2,349.0,102.5,299.0,42.0,399.0,163.0,512.0,512.0,False
G0036452_21,container,1,247.0,153.5,231.0,140.0,263.0,167.0,512.0,464.0,False
G0036452_21,container,2,405.0,145.0,393.0,132.0,417.0,158.0,512.0,464.0,False
G0036452_21,container,3,411.5,189.5,401.0,177.0,422.0,202.0,512.0,464.0,False
G0036452_21,flower pot,4,212.5,42.0,200.0,29.0,225.0,55.0,512.0,464.0,False
G0036452_21,pot,5,235.5,40.0,220.0,27.0,251.0,53.0,512.0,464.0,False
G0036452_21,pot,6,264.5,36.5,251.0,22.0,278.0,51.0,512.0,464.0,False
G0036452_21,pot,7,289.5,32.0,275.0,18.0,304.0,46.0,512.0,464.0,False
G0036452_21,pot,8,313.5,17.5,300.0,7.0,327.0,28.0,512.0,464.0,False
G0036464_14,bucket,1,378.5,85.0,363.0,69.0,394.0,101.0,512.0,512.0,False
G0036464_14,container,2,295.5,330.0,275.0,296.0,316.0,364.0,512.0,512.0,False
G0036464_14,container,3,328.0,333.0,301.0,292.0,355.0,374.0,512.0,512.0,False
G0036464_14,bucket,4,403.0,65.5,386.0,48.0,420.0,83.0,512.0,512.0,False
G0024089_23,trash bin,1,285.0,219.0,265.0,196.0,305.0,242.0,440.0,464.0,True
G0024089_23,container,2,289.0,224.5,268.0,204.0,310.0,245.0,440.0,464.0,True
G0024077_3,awning,1,197.5,271.5,32.0,137.0,363.0,406.0,512.0,512.0,False
G0024071_2,umbrella,1,133.5,315.0,1.0,123.0,266.0,507.0,512.0,512.0,False
DJI_0320_16,clutter,1,421.0,256.5,330.0,57.0,512.0,456.0,512.0,512.0,False
DJI_0320_16,ladder,2,402.0,314.0,359.0,187.0,445.0,441.0,512.0,512.0,False
DJI_0320_16,ladder,3,493.5,307.5,475.0,177.0,512.0,438.0,512.0,512.0,False
G0024053_8,car,1,272.5,243.5,172.0,117.0,373.0,370.0,512.0,512.0,True
G0036538_19,container,1,120.0,335.0,97.0,311.0,143.0,359.0,512.0,464.0,False
DJI_0007_9,trash bin,1,479.5,445.0,451.0,413.0,508.0,477.0,512.0,512.0,False
G0024088_1,car,1,89.0,245.0,1.0,166.0,177.0,324.0,512.0,512.0,False
G0024087_5,pool,1,170.5,296.0,142.0,270.0,199.0,322.0,440.0,512.0,False
G0024087_5,container,2,174.0,295.0,146.0,270.0,202.0,320.0,440.0,512.0,False
G0024087_5,toy,3,175.0,300.5,144.0,270.0,206.0,331.0,440.0,512.0,False
G0024044_21,container,1,11.5,218.0,1.0,206.0,22.0,230.0,512.0,464.0,False
G0024080_22,table,1,69.0,165.5,1.0,117.0,137.0,214.0,512.0,464.0,False
G0013849_2,porch,1,117.5,387.0,1.0,264.0,234.0,510.0,512.0,512.0,False
G0013849_2,flower pot,2,32.0,321.0,1.0,302.0,63.0,340.0,512.0,512.0,False
G0013849_2,flower pot,3,166.0,348.5,149.0,326.0,183.0,371.0,512.0,512.0,False
G0024084_9,car,1,272.0,349.0,190.0,206.0,354.0,492.0,512.0,512.0,False
G0024084_9,car,2,76.5,354.0,1.0,198.0,152.0,510.0,512.0,512.0,False
G0024084_9,container,3,371.0,40.5,354.0,26.0,388.0,55.0,512.0,512.0,False
G0024084_9,container,4,377.0,15.5,359.0,1.0,395.0,30.0,512.0,512.0,False
DJI_0304_18,umbrella,1,296.5,253.0,187.0,129.0,406.0,377.0,512.0,512.0,False
DJI_0026_10,gutter,1,251.0,375.0,223.0,334.0,279.0,416.0,512.0,512.0,True
DJI_0031_38,air conditioner,1,466.5,305.5,421.0,255.0,512.0,356.0,512.0,512.0,False
DJI_0021_1,porch,1,227.0,240.0,1.0,2.0,453.0,478.0,512.0,512.0,False
DJI_0324_8,flower pot,1,143.5,467.0,104.0,436.0,183.0,498.0,512.0,512.0,False
G0024062_4,chair,1,88.5,182.5,58.0,146.0,119.0,219.0,512.0,512.0,False
G0024062_4,chair,2,93.0,127.5,63.0,95.0,123.0,160.0,512.0,512.0,False
G0024070_4,umbrella,1,359.0,124.5,208.0,1.0,510.0,248.0,512.0,512.0,True
G0024070_4,pool,2,75.5,229.0,1.0,99.0,150.0,359.0,512.0,512.0,True
G0024032_18,container,1,402.5,226.5,395.0,220.0,410.0,233.0,512.0,464.0,False
G0024032_18,container,2,407.0,245.0,402.0,239.0,412.0,251.0,512.0,464.0,False
G0013846_16,container,1,181.5,91.5,168.0,73.0,195.0,110.0,512.0,512.0,True
G0013846_16,container,2,165.0,88.5,147.0,75.0,183.0,102.0,512.0,512.0,True
G0024085_11,container,1,348.0,168.5,334.0,151.0,362.0,186.0,440.0,512.0,False
G0024085_11,flower pot,2,349.0,164.0,334.0,148.0,364.0,180.0,440.0,512.0,False
G0024085_11,table,3,294.5,348.0,245.0,299.0,344.0,397.0,440.0,512.0,False
DJI_0309_18,flower pot,1,261.0,268.0,238.0,259.0,284.0,277.0,512.0,512.0,False
G0024039_5,car,1,82.5,291.5,1.0,230.0,164.0,353.0,440.0,512.0,False
G0024039_5,car,2,242.5,85.5,178.0,1.0,307.0,170.0,440.0,512.0,False
G0013886_0,chair,1,389.5,378.5,354.0,341.0,425.0,416.0,512.0,512.0,False
G0013857_10,porch,1,64.0,246.5,1.0,69.0,127.0,424.0,512.0,512.0,False
G0036497_20,container,1,311.5,163.0,301.0,154.0,322.0,172.0,512.0,464.0,False
G0036497_20,air conditioner,2,344.5,332.0,320.0,309.0,369.0,355.0,512.0,464.0,False
G0036497_20,air conditioner,3,324.5,410.5,297.0,380.0,352.0,441.0,512.0,464.0,False
G0036497_20,bird bath,4,185.5,72.5,167.0,54.0,204.0,91.0,512.0,464.0,False
G0036497_20,porch,5,311.5,123.5,150.0,1.0,473.0,246.0,512.0,464.0,False
G0024032_10,basketball,1,405.5,140.5,335.0,88.0,476.0,193.0,512.0,512.0,False
G0024040_8,car,1,266.0,78.5,156.0,15.0,376.0,142.0,512.0,512.0,False
G0024031_6,container,1,296.5,184.0,285.0,172.0,308.0,196.0,512.0,512.0,False
G0024051_15,container,1,406.0,135.0,402.0,129.0,410.0,141.0,512.0,512.0,True
G0024051_15,container,2,393.0,138.5,388.0,133.0,398.0,144.0,512.0,512.0,True
G0024076_11,container,1,426.5,238.0,413.0,223.0,440.0,253.0,440.0,512.0,False
DJI_0326_4,toy,1,273.0,22.0,187.0,1.0,359.0,43.0,512.0,512.0,True
DJI_0326_4,kayak,2,271.0,22.0,185.0,1.0,357.0,43.0,512.0,512.0,True
G0024043_16,container,1,137.5,58.0,124.0,44.0,151.0,72.0,512.0,512.0,False
DJI_0307_42,container,1,226.5,137.0,208.0,111.0,245.0,163.0,512.0,440.0,False
G0024018_17,pool,1,152.5,261.0,25.0,45.0,280.0,477.0,440.0,512.0,False
G0024018_17,container,2,312.0,332.0,308.0,327.0,316.0,337.0,440.0,512.0,False
G0013849_22,basketball,1,223.0,87.0,166.0,52.0,280.0,122.0,512.0,464.0,False
G0024075_19,container,1,232.0,215.5,205.0,193.0,259.0,238.0,512.0,464.0,False
DJI_0009_17,bird bath,1,369.5,325.0,314.0,268.0,425.0,382.0,512.0,512.0,False
G0024044_7,tent,1,228.0,169.0,144.0,73.0,312.0,265.0,512.0,512.0,False
G0024018_3,car,1,104.5,434.0,54.0,356.0,155.0,512.0,512.0,512.0,False
G0024074_7,basketball,1,154.0,78.0,96.0,28.0,212.0,128.0,512.0,512.0,False
DJI_0321_14,container,1,312.5,194.0,289.0,159.0,336.0,229.0,512.0,512.0,False
DJI_0321_14,container,2,356.5,219.0,338.0,186.0,375.0,252.0,512.0,512.0,False
G0024083_8,car,1,229.5,253.5,63.0,160.0,396.0,347.0,512.0,512.0,True
G0036561_2,porch,1,402.0,325.5,292.0,175.0,512.0,476.0,512.0,512.0,True
G0036561_2,air conditioner,2,469.5,487.0,446.0,462.0,493.0,512.0,512.0,512.0,True
G0036501_3,trash bin,1,116.5,246.0,94.0,224.0,139.0,268.0,512.0,512.0,False
G0036501_3,trash bin,2,128.0,287.5,111.0,273.0,145.0,302.0,512.0,512.0,False
G0036501_3,trash bin,3,130.0,320.5,105.0,293.0,155.0,348.0,512.0,512.0,False
G0036501_3,air conditioner,4,104.0,205.5,74.0,183.0,134.0,228.0,512.0,512.0,False
G0036501_3,air conditioner,5,108.5,156.5,75.0,125.0,142.0,188.0,512.0,512.0,False
G0036550_20,flower pot,1,486.0,127.0,472.0,109.0,500.0,145.0,512.0,464.0,False
DJI_0312_12,porch,1,209.0,165.5,1.0,3.0,417.0,328.0,512.0,512.0,True
G0013878_0,car,1,294.5,292.0,126.0,158.0,463.0,426.0,512.0,512.0,False
G0024087_13,container,4,61.5,97.0,52.0,90.0,71.0,104.0,512.0,512.0,False
G0024087_13,container,5,30.5,94.0,21.0,84.0,40.0,104.0,512.0,512.0,False
G0013880_7,umbrella,1,361.0,330.5,267.0,213.0,455.0,448.0,512.0,512.0,False
G0013880_7,container,2,489.0,259.5,470.0,238.0,508.0,281.0,512.0,512.0,False
G0013880_7,pot,3,490.0,266.0,472.0,242.0,508.0,290.0,512.0,512.0,False
G0013880_7,chair,4,442.0,266.5,414.0,228.0,470.0,305.0,512.0,512.0,False
G0013880_7,chair,5,457.5,322.5,420.0,281.0,495.0,364.0,512.0,512.0,False
G0013880_7,container,6,322.5,204.0,306.0,189.0,339.0,219.0,512.0,512.0,False
G0013870_8,trash bin,1,122.5,476.0,100.0,455.0,145.0,497.0,512.0,512.0,False
G0013870_8,container,2,122.0,474.0,103.0,452.0,141.0,496.0,512.0,512.0,False
G0024045_17,car,1,288.5,119.0,139.0,37.0,438.0,201.0,440.0,512.0,False
G0024091_6,car,1,203.0,421.5,83.0,340.0,323.0,503.0,512.0,512.0,False
G0013865_7,car,1,167.5,154.5,32.0,54.0,303.0,255.0,512.0,512.0,False
G0024067_8,container,1,11.0,133.0,1.0,120.0,21.0,146.0,512.0,512.0,False
G0024034_9,container,1,55.5,191.0,45.0,177.0,66.0,205.0,512.0,512.0,True
G0024076_21,flower pot,2,202.0,43.5,182.0,23.0,222.0,64.0,512.0,464.0,False
G0024076_21,container,3,205.5,40.0,189.0,24.0,222.0,56.0,512.0,464.0,False
G0024021_17,trash bin,1,40.0,173.0,22.0,160.0,58.0,186.0,440.0,512.0,False
G0013889_19,table,1,327.0,129.5,274.0,74.0,380.0,185.0,512.0,464.0,False
G0013889_19,chair,2,353.0,69.0,326.0,35.0,380.0,103.0,512.0,464.0,False
G0013889_19,chair,3,289.0,83.0,254.0,55.0,324.0,111.0,512.0,464.0,False
G0013889_19,chair,4,282.0,125.0,247.0,97.0,317.0,153.0,512.0,464.0,False
G0013889_19,chair,5,382.0,102.5,350.0,67.0,414.0,138.0,512.0,464.0,False
G0013889_19,chair,6,384.5,162.0,343.0,124.0,426.0,200.0,512.0,464.0,False
DJI_0017_9,porch,1,416.0,171.0,322.0,1.0,510.0,341.0,512.0,512.0,False
G0013858_13,chair,1,321.0,194.0,292.0,171.0,350.0,217.0,512.0,512.0,False
G0013858_13,porch,2,104.5,154.5,1.0,13.0,208.0,296.0,512.0,512.0,False
G0013858_13,table,3,401.0,56.5,339.0,16.0,463.0,97.0,512.0,512.0,False
G0013858_13,container,4,321.5,264.0,298.0,241.0,345.0,287.0,512.0,512.0,False
G0013858_13,pot,5,316.0,266.0,292.0,242.0,340.0,290.0,512.0,512.0,False
G0013858_13,chair,6,475.0,63.0,460.0,36.0,490.0,90.0,512.0,512.0,False
DJI_0023_8,trash bin,1,349.0,355.5,311.0,317.0,387.0,394.0,512.0,512.0,False
DJI_0023_8,toy,2,460.0,416.0,408.0,329.0,512.0,503.0,512.0,512.0,False
DJI_0023_8,kayak,3,461.5,415.0,411.0,331.0,512.0,499.0,512.0,512.0,False
G0024062_19,table,1,312.5,338.0,289.0,312.0,336.0,364.0,512.0,464.0,True
G0024062_19,chair,2,311.0,303.5,293.0,291.0,329.0,316.0,512.0,464.0,True
G0024062_19,chair,3,273.5,327.5,253.0,300.0,294.0,355.0,512.0,464.0,True
G0024062_19,container,4,332.0,23.5,320.0,9.0,344.0,38.0,512.0,464.0,True
G0024062_7,table,1,345.5,408.5,299.0,370.0,392.0,447.0,512.0,512.0,False
