photos,classes,class instances,midx,midy,xmin,ymin,xmax,ymax,confidence
G0024073_10,container,9,16,59.5,2,45,30,74,0.080272555
G0024073_10,container,10,113,233,99,217,127,249,0.079466105
G0024073_10,container,11,486,461,473,448,499,474,0.07794252
G0024073_10,container,12,233.5,190,220,174,247,206,0.077547744
G0024073_10,container,13,468.5,435.5,439,402,498,469,0.072932616
G0024073_10,container,14,81.5,230.5,62,211,101,250,0.070945427
G0024073_10,container,15,432,436.5,402,398,462,475,0.068616353
G0024073_10,container,16,450.5,485,433,472,468,498,0.068566054
G0024073_10,container,17,243,201,229,185,257,217,0.066402517
G0024073_10,container,18,424.5,440.5,396,420,453,461,0.06475243
G0024073_10,container,19,21,150.5,7,128,35,173,0.063280411
G0024073_10,container,20,419,454,400,434,438,474,0.062627152
G0024073_10,container,21,13,70.5,2,52,24,89,0.062562972
G0024073_10,container,22,264.5,378,252,368,277,388,0.061822746
G0024073_10,container,23,467,461,438,430,496,492,0.057346839
G0024073_10,container,24,433,463.5,405,433,461,494,0.055378258
G0024073_10,container,25,14.5,112.5,1,88,28,137,0.054591309
G0024073_10,container,26,244.5,215,229,196,260,234,0.052884504
G0024073_10,container,27,428,292,414,276,442,308,0.052372601
G0024073_10,container,28,383,361,364,340,402,382,0.05235241
G0024073_10,container,29,444,477,427,461,461,493,0.051921647
G0024073_10,gutter,1,200,170.5,162,135,238,206,0.061096922
G0024073_10,gutter,2,140,67,98,27,182,107,0.059540726
G0024073_10,gutter,3,246.5,253,201,226,292,280,0.05828172
G0024073_10,gutter,4,289.5,198,250,158,329,238,0.056410722
G0024073_10,gutter,5,250.5,273,201,247,300,299,0.056300472
G0024073_10,gutter,6,199,200.5,161,164,237,237,0.052753333
G0024073_10,gutter,7,197,322,161,281,233,363,0.052063666
G0024073_10,gutter,8,230,199,191,160,269,238,0.051722184
G0024073_10,gutter,9,247.5,170,209,131,286,209,0.050197363
G0024073_10,trash bin,1,447,485.5,423,471,471,500,0.076721825
G0024073_10,trash bin,2,430,443,408,424,452,462,0.071076035
G0024073_10,trash bin,3,79.5,226.5,58,209,101,244,0.067796126
G0024073_10,trash bin,4,84,239.5,61,220,107,259,0.066022493
G0024073_10,trash bin,5,437.5,441.5,398,413,477,470,0.065715551
G0024073_10,trash bin,6,433,463.5,405,433,461,494,0.061269563
G0024073_10,trash bin,7,301,29,273,4,329,54,0.058734983
G0024073_10,trash bin,8,25,110,1,87,49,133,0.056974385
G0024073_10,trash bin,9,247.5,170,209,131,286,209,0.051405974
G0024073_10,trash bin,10,86,254.5,64,234,108,275,0.050915558
G0024073_10,toy,1,300.5,16,245,0,356,32,0.064887702
G0024073_10,clutter,1,115.5,169,2,73,229,265,0.062146422
G0024073_10,clutter,2,68,89.5,16,9,120,170,0.05034361
G0024073_10,table,1,43,146,0,87,86,205,0.106721766
G0024073_10,table,2,89.5,187.5,31,120,148,255,0.074439257
G0024073_10,table,3,119,216,64,156,174,276,0.072928973
G0024073_10,table,4,429,382,397,341,461,423,0.071780212
G0024073_10,table,5,117,220.5,82,180,152,261,0.070735306
G0024073_10,table,6,37.5,122.5,0,94,75,151,0.069741704
G0024073_10,table,7,407,353,373,320,441,386,0.061359029
G0024073_10,table,8,63.5,166,23,109,104,223,0.059900265
G0024073_10,table,9,142,246.5,106,207,178,286,0.057891533
G0024073_10,table,10,411.5,407,376,368,447,446,0.057652038
G0024073_10,table,11,415.5,379,363,323,468,435,0.056300085
G0024073_10,table,12,90,194.5,50,151,130,238,0.054933898
G0024073_10,table,13,36.5,96.5,1,70,72,123,0.053692348
G0024073_10,table,14,27,121.5,0,67,54,176,0.051812574
G0024073_10,table,15,168.5,270.5,131,232,206,309,0.051244892
G0024073_10,table,16,388,376.5,353,339,423,414,0.050607186
G0024036_0,flower pot,1,217,436.5,191,420,243,453,0.061299983
G0024036_0,porch,1,293,238,116,32,470,444,0.215624556
G0024036_0,porch,2,343.5,332,187,194,500,470,0.051173564
G0024036_0,container,1,481.5,97,469,85,494,109,0.063925542
G0024036_0,gutter,1,323.5,427,288,412,359,442,0.084266722
G0024036_0,gutter,2,318.5,454,190,423,447,485,0.070961192
G0024036_0,gutter,3,438,406,413,395,463,417,0.065851934
G0024036_0,drain,1,259.5,457,198,423,321,491,0.058014929
G0024036_0,drain,2,352.5,433.5,305,402,400,465,0.050001543
G0024036_0,clutter,1,123,236.5,84,61,162,412,0.11778596
G0024036_0,table,1,313.5,95.5,277,59,350,132,0.050414111
G0024036_0,ladder,1,313.5,426.5,183,388,444,465,0.16983223
G0024070_12,flower pot,1,126.5,329,107,312,146,346,0.120574921
G0024070_12,flower pot,2,44,485,33,474,55,496,0.0694298
G0024070_12,flower pot,3,407,32.5,375,7,439,58,0.050757162
G0024070_12,umbrella,1,370.5,161,241,47,500,275,0.081575349
G0024070_12,umbrella,2,19.5,168.5,0,87,39,250,0.051687237
G0024070_12,trash bin,1,370.5,280.5,330,253,411,308,0.140859783
G0024070_12,trash bin,2,397.5,296,349,267,446,325,0.07983081
G0024070_12,trash bin,3,338.5,277,305,245,372,309,0.072518162
G0024070_12,trash bin,4,359.5,269,332,246,387,292,0.069077611
G0024070_12,trash bin,5,430.5,302,392,269,469,335,0.054212682
G0024070_12,porch,1,249.5,215,33,37,466,393,0.274208516
G0024070_12,porch,2,366.5,156.5,233,4,500,309,0.161698937
G0024070_12,porch,3,124,135,0,3,248,267,0.079369083
G0024070_12,porch,4,380,175.5,301,65,459,286,0.068322293
G0024070_12,porch,5,447,172.5,394,64,500,281,0.062942393
G0024070_12,porch,6,76.5,305.5,2,211,151,400,0.058971081
G0024070_12,porch,7,82.5,210,0,105,165,315,0.054571331
G0024070_12,porch,8,247.5,131,96,19,399,243,0.052346926
G0024070_12,porch,9,420.5,235,344,77,497,393,0.052071437
G0024070_12,container,1,377,13,364,3,390,23,0.224924803
G0024070_12,container,2,358,270.5,333,245,383,296,0.134907857
G0024070_12,container,3,133,333,116,313,150,353,0.120151363
G0024070_12,container,4,412.5,404,395,383,430,425,0.108932748
G0024070_12,container,5,101.5,193,90,181,113,205,0.10243056
G0024070_12,container,6,103.5,185.5,94,175,113,196,0.101866774
G0024070_12,container,7,44,485,33,474,55,496,0.075371571
G0024070_12,container,8,107,201.5,94,188,120,215,0.075053573
G0024070_12,container,9,261.5,306,250,294,273,318,0.065231048
G0024070_12,container,10,120,327.5,104,308,136,347,0.05734184
G0024070_12,container,11,481.5,292,470,282,493,302,0.056413621
G0024070_12,container,12,93.5,197.5,77,182,110,213,0.056144275
G0024070_12,container,13,406.5,382,399,375,414,389,0.055701673
G0024070_12,container,14,471.5,290,453,279,490,301,0.053605724
G0024070_12,container,15,367,12.5,356,1,378,24,0.052879378
G0024070_12,container,16,97,482.5,86,472,108,493,0.050386254
G0024070_12,gutter,1,414.5,451,402,412,427,490,0.130159453
G0024070_12,gutter,2,282.5,380.5,135,339,430,422,0.129671484
G0024070_12,gutter,3,294,321.5,159,279,429,364,0.102671824
G0024070_12,gutter,4,412.5,427.5,400,396,425,459,0.092827633
G0024070_12,gutter,5,95,387.5,81,363,109,412,0.079332329
G0024070_12,gutter,6,249,412.5,175,394,323,431,0.071152844
G0024070_12,gutter,7,252,388.5,196,365,308,412,0.062788725
G0024070_12,gutter,8,266.5,413,108,370,425,456,0.06270241
G0024070_12,gutter,9,278,327.5,233,301,323,354,0.059466809
G0024070_12,gutter,10,388,372,276,332,500,412,0.057584193
G0024070_12,gutter,11,253,303,206,276,300,330,0.056663524
G0024070_12,gutter,12,250,279,201,254,299,304,0.056233324
G0024070_12,gutter,13,281.5,306.5,256,293,307,320,0.053739965
G0024070_12,gutter,14,263.5,452.5,121,417,406,488,0.053696789
G0024070_12,gutter,15,116,356,78,314,154,398,0.051848739
G0024070_12,gutter,16,255.5,357,206,331,305,383,0.050863199
G0024070_12,gutter,17,246,431,172,411,320,451,0.05073455
G0024070_12,gutter,18,275.5,252.5,225,230,326,275,0.050365362
G0024070_12,trash bin,1,370.5,280.5,330,253,411,308,0.140859783
G0024070_12,trash bin,2,397.5,296,349,267,446,325,0.07983081
G0024070_12,trash bin,3,338.5,277,305,245,372,309,0.072518162
G0024070_12,trash bin,4,359.5,269,332,246,387,292,0.069077611
G0024070_12,trash bin,5,430.5,302,392,269,469,335,0.054212682
G0024070_12,toy,1,101.5,198,88,187,115,209,0.050398368
G0024070_12,table,1,355,272,328,246,382,298,0.053978004
G0024070_12,air conditioner,1,355.5,277.5,326,255,385,300,0.056239173
G0024070_12,ladder,1,199.5,414.5,30,380,369,449,0.084973127
G0024070_12,ladder,2,245.5,385.5,94,343,397,428,0.055394564
G0024070_12,ladder,3,87,421,1,383,173,459,0.050176378
G0024040_10,pot,1,18.5,276,2,256,35,296,0.169814095
G0024040_10,pot,2,18.5,295,3,277,34,313,0.100045562
G0024040_10,pot,3,21,261,4,237,38,285,0.092020616
G0024040_10,pot,4,21,452,3,431,39,473,0.084724769
G0024040_10,pot,5,78,257,60,236,96,278,0.067474969
G0024040_10,pot,6,426,230.5,414,213,438,248,0.059772406
G0024040_10,pot,7,84.5,127,71,110,98,144,0.05006206
G0024040_10,flower pot,1,15,269.5,1,250,29,289,0.167015746
G0024040_10,flower pot,2,19.5,123.5,5,103,34,144,0.113051668
G0024040_10,flower pot,3,426,230.5,414,213,438,248,0.102020189
G0024040_10,flower pot,4,22,258.5,5,232,39,285,0.088564306
G0024040_10,flower pot,5,20.5,280,5,261,36,299,0.068108924
G0024040_10,flower pot,6,14,246,3,229,25,263,0.063007012
G0024040_10,flower pot,7,13,136.5,2,114,24,159,0.052386384
G0024040_10,flower pot,8,42.5,14.5,25,1,60,28,0.051784944
G0024040_10,flower pot,9,72.5,151.5,59,129,86,174,0.050875053
G0024040_10,tarp,1,400.5,75.5,329,0,472,151,0.060313135
G0024040_10,umbrella,1,425,67.5,357,11,493,124,0.108614571
G0024040_10,basketball,1,378,81,287,0,469,162,0.061744329
G0024040_10,porch,1,77.5,224,18,95,137,353,0.062404603
G0024040_10,container,1,339.5,31,322,10,357,52,0.062408414
G0024040_10,container,2,416.5,76,348,6,485,146,0.059801709
G0024040_10,container,3,112,186,98,170,126,202,0.054430548
G0024040_10,container,4,404,16.5,389,3,419,30,0.053682506
G0024040_10,container,5,295.5,14.5,288,6,303,23,0.053568512
G0024040_10,container,6,337,15.5,326,5,348,26,0.051434763
G0024040_10,toy,1,412,70,338,0,486,140,0.156690851
G0024040_10,toy,2,343.5,100,290,5,397,195,0.068312787
G0024040_10,clutter,1,353,36,323,0,383,72,0.085374162
G0024040_10,clutter,2,332,33,305,3,359,63,0.076286271
G0024040_10,clutter,3,119.5,225,74,69,165,381,0.050375391
G0024040_10,car,1,419.5,68,344,4,495,132,0.327578723
G0024040_10,car,2,415,113,347,47,483,179,0.074379645
G0024040_10,car,3,364.5,59,290,1,439,117,0.062212244
G0024040_10,table,1,431.5,76.5,372,26,491,127,0.067239746
G0024040_10,no larvae,1,416.5,76,348,6,485,146,0.079209745
G0024021_15,flower pot,1,35.5,432,4,395,67,469,0.082154252
G0024021_15,flower pot,2,113.5,97,99,77,128,117,0.076216228
G0024021_15,flower pot,3,142.5,45,114,6,171,84,0.06839104
G0024021_15,flower pot,4,125,59.5,106,40,144,79,0.066659473
G0024021_15,flower pot,5,15.5,239.5,2,215,29,264,0.063392766
G0024021_15,flower pot,6,13,224,0,201,26,247,0.054261368
G0024021_15,tarp,1,22,431.5,0,379,44,484,0.116670653
G0024021_15,tarp,2,21,273.5,0,221,42,326,0.057826295
G0024021_15,umbrella,1,61.5,156,5,71,118,241,0.13598986
G0024021_15,umbrella,2,84,207.5,7,102,161,313,0.054669231
G0024021_15,basketball,1,129.5,67,75,13,184,121,0.098371156
G0024021_15,basketball,2,116,432,41,370,191,494,0.085571967
G0024021_15,basketball,3,95,145.5,5,33,185,258,0.084016867
G0024021_15,basketball,4,120.5,264,47,181,194,347,0.076438427
G0024021_15,basketball,5,121,362,53,265,189,459,0.072467752
G0024021_15,basketball,6,211,69,122,5,300,133,0.058056679
G0024021_15,basketball,7,86.5,60,13,13,160,107,0.057521395
G0024021_15,basketball,8,75.5,262.5,4,205,147,320,0.051694162
G0024021_15,trash bin,1,109.5,413,64,377,155,449,0.105644353
G0024021_15,trash bin,2,126.5,387.5,81,360,172,415,0.094383806
G0024021_15,trash bin,3,122.5,37.5,91,5,154,70,0.074429289
G0024021_15,trash bin,4,142.5,45,114,6,171,84,0.065772146
G0024021_15,trash bin,5,15,233,1,207,29,259,0.064088762
G0024021_15,trash bin,6,118.5,403.5,94,372,143,435,0.056513719
G0024021_15,trash bin,7,97,34.5,67,6,127,63,0.051961962
G0024021_15,trash bin,8,97,392.5,51,358,143,427,0.050169136
G0024021_15,porch,1,98.5,247,3,125,194,369,0.126680002
G0024021_15,porch,2,83,114,2,21,164,207,0.074417643
G0024021_15,porch,3,129.5,322.5,49,173,210,472,0.070296228
G0024021_15,porch,4,92,414.5,1,337,183,492,0.052829612
G0024021_15,container,1,112.5,89,98,68,127,110,0.321144283
G0024021_15,container,2,18.5,232.5,2,204,35,261,0.198796436
G0024021_15,container,3,114,61.5,100,43,128,80,0.148916468
G0024021_15,container,4,137.5,85.5,120,67,155,104,0.142849818
G0024021_15,container,5,148.5,216.5,139,208,158,225,0.131426841
G0024021_15,container,6,84,60.5,70,45,98,76,0.122179277
G0024021_15,container,7,164,215.5,152,204,176,227,0.116844043
G0024021_15,container,8,29,242.5,10,217,48,268,0.114142865
G0024021_15,container,9,122.5,76.5,110,58,135,95,0.094810322
G0024021_15,container,10,220.5,278,213,271,228,285,0.093872279
G0024021_15,container,11,103.5,75.5,89,57,118,94,0.088795759
G0024021_15,container,12,101.5,61,89,45,114,77,0.084203549
G0024021_15,container,13,119.5,107,106,86,133,128,0.083558328
G0024021_15,container,14,231.5,279,224,272,239,286,0.080587789
G0024021_15,container,15,225,278,219,272,231,284,0.077383973
G0024021_15,container,16,164.5,71.5,146,44,183,99,0.076773636
G0024021_15,container,17,11.5,208.5,2,191,21,226,0.076533735
G0024021_15,container,18,55.5,232,42,213,69,251,0.075317152
G0024021_15,container,19,149.5,82.5,131,61,168,104,0.072725773
G0024021_15,container,20,139,49,105,6,173,92,0.072328649
G0024021_15,container,21,119,413,94,383,144,443,0.072032042
G0024021_15,container,22,12,222,0,198,24,246,0.068601534
G0024021_15,container,23,112,427.5,75,384,149,471,0.067291297
G0024021_15,container,24,123.5,92.5,106,75,141,110,0.065465175
G0024021_15,container,25,14,251,1,227,27,275,0.06230012
G0024021_15,container,26,73,416.5,56,396,90,437,0.062241085
G0024021_15,container,27,204,276,197,269,211,283,0.062241007
G0024021_15,container,28,98,231,76,207,120,255,0.06107787
G0024021_15,container,29,73.5,200,54,180,93,220,0.058833394
G0024021_15,container,30,44.5,243.5,25,223,64,264,0.058278579
G0024021_15,container,31,139,59.5,123,38,155,81,0.057769198
G0024021_15,container,32,198,275,191,268,205,282,0.057569124
G0024021_15,container,33,233.5,265,226,258,241,272,0.056289263
G0024021_15,container,34,57.5,245.5,44,225,71,266,0.054050408
G0024021_15,container,35,23,250.5,1,201,45,300,0.051600397
G0024021_15,gutter,1,198,65,175,5,221,125,0.074800268
G0024021_15,gutter,2,227,66.5,203,4,251,129,0.069583625
G0024021_15,gutter,3,252.5,67,229,2,276,132,0.055621907
G0024021_15,trash bin,1,109.5,413,64,377,155,449,0.105644353
G0024021_15,trash bin,2,126.5,387.5,81,360,172,415,0.094383806
G0024021_15,trash bin,3,122.5,37.5,91,5,154,70,0.074429289
G0024021_15,trash bin,4,142.5,45,114,6,171,84,0.065772146
G0024021_15,trash bin,5,15,233,1,207,29,259,0.064088762
G0024021_15,trash bin,6,118.5,403.5,94,372,143,435,0.056513719
G0024021_15,trash bin,7,97,34.5,67,6,127,63,0.051961962
G0024021_15,trash bin,8,97,392.5,51,358,143,427,0.050169136
G0024021_15,toy,1,15.5,239.5,2,215,29,264,0.284819007
G0024021_15,toy,2,165,217.5,152,207,178,228,0.278122008
G0024021_15,toy,3,175.5,218.5,161,207,190,230,0.183096156
G0024021_15,toy,4,129,77.5,74,15,184,140,0.055161674
G0024021_15,toy,5,112.5,392.5,64,363,161,422,0.052403327
G0024021_15,clutter,1,230,315.5,191,151,269,480,0.093458869
G0024021_15,clutter,2,98.5,247,3,125,194,369,0.069630563
G0024021_15,clutter,3,272.5,315,236,143,309,487,0.06948369
G0024021_15,clutter,4,42,436,8,386,76,486,0.0662807
G0024021_15,clutter,5,128.5,43.5,90,2,167,85,0.06367635
G0024021_15,clutter,6,77.5,418.5,21,385,134,452,0.062595062
G0024021_15,clutter,7,165.5,320,108,202,223,438,0.058008149
G0024021_15,clutter,8,276.5,413,230,336,323,490,0.05664387
G0024021_15,clutter,9,271.5,82.5,227,6,316,159,0.052055486
G0024021_15,clutter,10,227,77,178,9,276,145,0.051289067
G0024021_15,clutter,11,129,77.5,74,15,184,140,0.050385464
G0024021_15,car,1,77,180,15,84,139,276,0.090414569
G0024021_15,table,1,62,158,6,83,118,233,0.085320197
G0024021_15,table,2,136,47,100,2,172,92,0.068635665
G0024021_15,table,3,111.5,413.5,86,385,137,442,0.063676596
G0024021_15,table,4,81.5,417,31,379,132,455,0.062926717
G0024021_15,table,5,129,77.5,74,15,184,140,0.06169549
G0024021_15,table,6,78.5,86.5,20,18,137,155,0.051464193
G0024021_15,no larvae,1,14,231.5,0,205,28,258,0.056536831
G0024021_15,air conditioner,1,113,410,84,382,142,438,0.176579237
G0024021_15,ladder,1,273,64.5,245,14,301,115,0.050934721
G0036562_4,flower pot,1,22.5,74,5,41,40,107,0.108482294
G0036562_4,flower pot,2,217,466,189,434,245,498,0.056402106
G0036562_4,flower pot,3,187.5,463.5,154,431,221,496,0.053754568
G0036562_4,flower pot,4,16,94,2,77,30,111,0.05200405
G0036562_4,basketball,1,167.5,443,107,397,228,489,0.092613943
G0036562_4,basketball,2,145,424.5,42,356,248,493,0.072586827
G0036562_4,basketball,3,128,450,92,415,164,485,0.06696634
G0036562_4,trash bin,1,166,455,122,423,210,487,0.155922443
G0036562_4,trash bin,2,182,472,138,448,226,496,0.09000662
G0036562_4,trash bin,3,136.5,474,88,450,185,498,0.075281061
G0036562_4,trash bin,4,136.5,445,89,414,184,476,0.055683978
G0036562_4,container,1,175,450,153,427,197,473,0.194629803
G0036562_4,container,2,20,139.5,2,110,38,169,0.159352913
G0036562_4,container,3,168.5,462.5,146,441,191,484,0.083922461
G0036562_4,container,4,201.5,439.5,190,426,213,453,0.08178629
G0036562_4,container,5,202.5,423.5,193,413,212,434,0.078360774
G0036562_4,container,6,177.5,468,166,455,189,481,0.071795113
G0036562_4,container,7,150,462,115,429,185,495,0.071472511
G0036562_4,container,8,166,469.5,155,457,177,482,0.071267106
G0036562_4,container,9,166,442,132,406,200,478,0.065681703
G0036562_4,container,10,187.5,463.5,154,431,221,496,0.06039048
G0036562_4,container,11,151.5,472,140,461,163,483,0.059074253
G0036562_4,container,12,167.5,434,156,421,179,447,0.057161421
G0036562_4,container,13,165.5,479,158,472,173,486,0.05605118
G0036562_4,container,14,267.5,178,250,156,285,200,0.054303091
G0036562_4,container,15,177,434.5,165,422,189,447,0.053457502
G0036562_4,gutter,1,83,400,51,386,115,414,0.056734227
G0036562_4,trash bin,1,166,455,122,423,210,487,0.155922443
G0036562_4,trash bin,2,182,472,138,448,226,496,0.09000662
G0036562_4,trash bin,3,136.5,474,88,450,185,498,0.075281061
G0036562_4,trash bin,4,136.5,445,89,414,184,476,0.055683978
G0036562_4,toy,1,150.5,457,101,426,200,488,0.082752839
G0036562_4,toy,2,15.5,148,0,122,31,174,0.065923043
G0036562_4,toy,3,136.5,474,88,450,185,498,0.05613371
G0036562_4,drain,1,147,422,106,388,188,456,0.068720147
G0036562_4,drain,2,132,441,87,405,177,477,0.05832094
G0036562_4,table,1,166.5,458,135,424,198,492,0.086411417
G0036562_4,table,2,182,471.5,131,449,233,494,0.061592754
G0036562_4,table,3,138,474,85,451,191,497,0.055131018
G0036562_4,table,4,190.5,457.5,160,422,221,493,0.050123788
G0036562_4,air conditioner,1,151,463.5,98,440,204,487,0.061142452
G0036562_4,watering can,1,27.5,160.5,13,142,42,179,0.108014874
DJI_0116_23,pot,1,17,292,3,270,31,314,0.051962789
DJI_0116_23,flower pot,1,18,287.5,4,266,32,309,0.098011851
DJI_0116_23,flower pot,2,202.5,311.5,188,298,217,325,0.076719955
DJI_0116_23,flower pot,3,82,474.5,65,455,99,494,0.069425143
DJI_0116_23,flower pot,4,191.5,310,177,297,206,323,0.062639713
DJI_0116_23,flower pot,5,286,409.5,262,382,310,437,0.061855484
DJI_0116_23,flower pot,6,333,321,314,304,352,338,0.060070224
DJI_0116_23,flower pot,7,20.5,481.5,10,470,31,493,0.052764721
DJI_0116_23,flower pot,8,14,259,4,249,24,269,0.051628385
DJI_0116_23,flower pot,9,19,389.5,1,379,37,400,0.050010215
DJI_0116_23,tarp,1,256,64,212,26,300,102,0.07242763
DJI_0116_23,basketball,1,245,61,184,6,306,116,0.106207438
DJI_0116_23,trash bin,1,285.5,407,261,376,310,438,0.119731963
DJI_0116_23,trash bin,2,257,60.5,198,10,316,111,0.106141791
DJI_0116_23,trash bin,3,381.5,441,348,398,415,484,0.076022632
DJI_0116_23,trash bin,4,233.5,57,211,35,256,79,0.067932233
DJI_0116_23,porch,1,231,238,53,74,409,402,0.067255452
DJI_0116_23,porch,2,205,387.5,24,323,386,452,0.050172444
DJI_0116_23,container,1,287,412,265,383,309,441,0.279882401
DJI_0116_23,container,2,303,412.5,283,387,323,438,0.116787106
DJI_0116_23,container,3,330,413,311,398,349,428,0.108911045
DJI_0116_23,container,4,402,467,389,452,415,482,0.086002678
DJI_0116_23,container,5,250.5,47,218,13,283,81,0.084135503
DJI_0116_23,container,6,335.5,57.5,322,43,349,72,0.079734042
DJI_0116_23,container,7,323,404,303,387,343,421,0.074859604
DJI_0116_23,container,8,324,60,312,47,336,73,0.073976241
DJI_0116_23,container,9,402,454.5,388,439,416,470,0.073753603
DJI_0116_23,container,10,83.5,406,68,396,99,416,0.069589466
DJI_0116_23,container,11,390,478.5,368,457,412,500,0.067436926
DJI_0116_23,container,12,428,482,415,469,441,495,0.065376855
DJI_0116_23,container,13,70.5,406.5,52,396,89,417,0.064482264
DJI_0116_23,container,14,439,481,426,468,452,494,0.062626451
DJI_0116_23,container,15,269,67,222,29,316,105,0.060181823
DJI_0116_23,container,16,84.5,458.5,66,443,103,474,0.059177201
DJI_0116_23,container,17,334,80.5,322,67,346,94,0.057990424
DJI_0116_23,container,18,425,96,408,74,442,118,0.057424463
DJI_0116_23,container,19,262,413,246,388,278,438,0.0571515
DJI_0116_23,container,20,321,72.5,309,58,333,87,0.0569482
DJI_0116_23,container,21,228,401,215,386,241,416,0.056528151
DJI_0116_23,container,22,86,393.5,75,385,97,402,0.05652342
DJI_0116_23,container,23,350,483.5,339,471,361,496,0.055947401
DJI_0116_23,container,24,368,287,361,279,375,295,0.055884305
DJI_0116_23,container,25,37.5,464,23,452,52,476,0.055286169
DJI_0116_23,container,26,305,84,283,61,327,107,0.052543651
DJI_0116_23,container,27,222,71,203,42,241,100,0.051739328
DJI_0116_23,container,28,82,474.5,65,455,99,494,0.0500843
DJI_0116_23,gutter,1,278.5,308,242,292,315,324,0.308341086
DJI_0116_23,gutter,2,208,314.5,70,274,346,355,0.137481794
DJI_0116_23,gutter,3,179,294,141,278,217,310,0.117382683
DJI_0116_23,gutter,4,116,383.5,83,370,149,397,0.10799215
DJI_0116_23,gutter,5,205.5,376,63,330,348,422,0.097181253
DJI_0116_23,gutter,6,259.5,303.5,224,289,295,318,0.092230447
DJI_0116_23,gutter,7,204,298,167,282,241,314,0.073695019
DJI_0116_23,gutter,8,153,292.5,118,277,188,308,0.072712585
DJI_0116_23,gutter,9,34.5,396.5,3,385,66,408,0.070187844
DJI_0116_23,gutter,10,134.5,379,106,369,163,389,0.066420957
DJI_0116_23,gutter,11,199.5,380.5,169,366,230,395,0.056538239
DJI_0116_23,gutter,12,101,287,65,275,137,299,0.051434167
DJI_0116_23,trash bin,1,285.5,407,261,376,310,438,0.119731963
DJI_0116_23,trash bin,2,257,60.5,198,10,316,111,0.106141791
DJI_0116_23,trash bin,3,381.5,441,348,398,415,484,0.076022632
DJI_0116_23,trash bin,4,233.5,57,211,35,256,79,0.067932233
DJI_0116_23,trash,1,464,461,428,423,500,499,0.051506352
DJI_0116_23,toy,1,290.5,412,268,383,313,441,0.093366228
DJI_0116_23,kayak,1,412.5,167.5,372,67,453,268,0.065347508
DJI_0116_23,clutter,1,388.5,263.5,351,102,426,425,0.063796237
DJI_0116_23,clutter,2,426.5,311.5,379,145,474,478,0.050819363
DJI_0116_23,table,1,269,67,222,29,316,105,0.081942305
DJI_0116_23,bird bath,1,279.5,406,254,378,305,434,0.068142064
DJI_0116_23,no larvae,1,290.5,412,268,383,313,441,0.051816262
DJI_0116_23,air conditioner,1,256,64,212,26,300,102,0.084689245
DJI_0116_23,ladder,1,175.5,314,27,278,324,350,0.130746722
DJI_0116_23,ladder,2,215,287.5,91,244,339,331,0.062865369
DJI_0116_23,ladder,3,176.5,361.5,24,323,329,400,0.061810967
G0024057_8,trash bin,1,162,351.5,145,324,179,379,0.051731277
G0024057_8,container,1,162,351.5,145,324,179,379,0.254424214
G0024057_8,container,2,398.5,431,389,421,408,441,0.093000196
G0024057_8,container,3,402.5,420,394,411,411,429,0.080293715
G0024057_8,container,4,406.5,430.5,398,421,415,440,0.060228262
G0024057_8,container,5,403,425.5,392,416,414,435,0.053811938
G0024057_8,gutter,1,143.5,151,124,65,163,237,0.052022461
G0024057_8,trash bin,1,162,351.5,145,324,179,379,0.051731277
G0024057_8,clutter,1,125,235.5,87,37,163,434,0.08548934
G0024057_8,clutter,2,116,356.5,79,213,153,500,0.056616779
G0024057_8,no larvae,1,164,354,146,326,182,382,0.052830134
G0024057_8,air conditioner,1,162.5,358,145,331,180,385,0.07611715
G0024057_8,ladder,1,348,297,333,268,363,326,0.080691218
G0024057_8,ladder,2,361.5,297,348,267,375,327,0.074300393
G0024057_8,ladder,3,142.5,153.5,117,80,168,227,0.064366981
G0024080_22,pot,1,180,240,160,224,200,256,0.091432638
G0024080_22,flower pot,1,202.5,121,183,104,222,138,0.212170973
G0024080_22,flower pot,2,164,286.5,144,272,184,301,0.167358622
G0024080_22,flower pot,3,364.5,97.5,348,81,381,114,0.158378974
G0024080_22,flower pot,4,183.5,238,163,220,204,256,0.108683623
G0024080_22,flower pot,5,226,117,208,106,244,128,0.108133912
G0024080_22,flower pot,6,13.5,264,0,242,27,286,0.093864337
G0024080_22,flower pot,7,91.5,227,68,205,115,249,0.090348884
G0024080_22,flower pot,8,177.5,284.5,165,271,190,298,0.081226669
G0024080_22,flower pot,9,163,296,137,283,189,309,0.077451229
G0024080_22,flower pot,10,139,285.5,123,273,155,298,0.076492846
G0024080_22,flower pot,11,271.5,349.5,259,334,284,365,0.068496078
G0024080_22,flower pot,12,79.5,218.5,53,197,106,240,0.066663861
G0024080_22,flower pot,13,165.5,242.5,148,224,183,261,0.065364204
G0024080_22,flower pot,14,146,46,117,10,175,82,0.06419237
G0024080_22,flower pot,15,87,293.5,75,281,99,306,0.057973083
G0024080_22,tarp,1,425,415.5,365,351,485,480,0.073779166
G0024080_22,tarp,2,254.5,70,209,30,300,110,0.060092766
G0024080_22,basketball,1,225.5,86.5,156,25,295,148,0.117059864
G0024080_22,basketball,2,418.5,398,361,333,476,463,0.103674509
G0024080_22,basketball,3,181,67,124,13,238,121,0.091896273
G0024080_22,basketball,4,324,87.5,237,26,411,149,0.088662662
G0024080_22,basketball,5,379,108.5,319,44,439,173,0.082548387
