photos,lat,lon,date_taken,alt,heading,notes,nearest_address,add_lat,add_lon,new_lat,new_lon
G0036430_21,40.967611,-73.7322762,2017:08:03,4.323,275,alt values for G00 are not accurate,"507 Chestnut Ave, Mamaroneck, NY 10543, USA",40.9677448,-73.7320035,40.96749771,-73.7322762
G0036433_21,40.9675388,-73.7326047,2017:08:03,8.902,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96742551,-73.7326047
G0036435_11,40.9675184,-73.7327253,2017:08:03,5.869,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96763169,-73.73248077
G0036449_21,40.9674347,-73.7333162,2017:08:03,9.039,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96732141,-73.7333162
G0036449_23,40.9674347,-73.7333162,2017:08:03,9.039,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96732141,-73.73307167
G0036450_23,40.9674057,-73.7334263,2017:08:03,10.248,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96729241,-73.73318177
G0036451_22,40.9673732,-73.7335388,2017:08:03,10.148,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96725991,-73.73341653
G0036452_21,40.9673416,-73.733648,2017:08:03,9.409,275,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96722831,-73.733648
G0036457_19,40.9671715,-73.7341653,2017:08:03,11.203,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96705821,-73.73440983
G0036458_17,40.9671347,-73.7342725,2017:08:03,12.676,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.9671347,-73.73402797
G0036458_23,40.9671347,-73.7342725,2017:08:03,12.676,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96702141,-73.73402797
G0036460_17,40.9670794,-73.7344816,2017:08:03,15.504,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.9670794,-73.73423707
G0036460_20,40.9670794,-73.7344816,2017:08:03,15.504,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96696611,-73.73460387
G0036461_21,40.9670475,-73.7345891,2017:08:03,16.507,275,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96693421,-73.7345891
G0036463_20,40.9670127,-73.7348017,2017:08:03,15.481,167,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96689941,-73.73466593
G0036463_21,40.9670127,-73.7348017,2017:08:03,15.481,167,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96689941,-73.7348017
G0036464_20,40.9670027,-73.7348651,2017:08:03,15.476,167,alt values for G00 are not accurate,"1515 Urban St, Mamaroneck, NY 10543, USA",40.9671277,-73.7351089,40.96688941,-73.73472933
G0036474_18,40.9670003,-73.7349086,2017:08:03,18.296,47,alt values for G00 are not accurate,"1515 Urban St, Mamaroneck, NY 10543, USA",40.9671277,-73.7351089,40.96688701,-73.73489285
G0036497_20,40.9672205,-73.7357129,2017:08:03,12.586,47,alt values for G00 are not accurate,"1520 Urban St, Mamaroneck, NY 10543, USA",40.9672437,-73.7356187,40.96710721,-73.73570765
G0036499_17,40.967089,-73.7356372,2017:08:03,16.968,47,alt values for G00 are not accurate,"1520 Urban St, Mamaroneck, NY 10543, USA",40.9672437,-73.7356187,40.967089,-73.7356477
G0036499_18,40.967089,-73.7356372,2017:08:03,16.968,47,alt values for G00 are not accurate,"1520 Urban St, Mamaroneck, NY 10543, USA",40.9672437,-73.7356187,40.96697571,-73.73562145
G0036508_23,40.9665282,-73.7349102,2017:08:03,31.699,47,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.96641491,-73.7349207
G0036509_17,40.9665006,-73.7348115,2017:08:03,29.555,47,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.9665006,-73.734822
G0036536_17,40.9665347,-73.7343592,2017:08:03,41.731,47,alt values for G00 are not accurate,"212 Warren Ave, Mamaroneck, NY 10543, USA",40.966977,-73.734502,40.9665347,-73.7343697
G0036538_19,40.9665668,-73.7341583,2017:08:03,46.24,47,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96645351,-73.7341478
G0036539_18,40.966599,-73.7340526,2017:08:03,46.445,47,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96648571,-73.73403685
G0036541_21,40.9666742,-73.7338319,2017:08:03,43.315,47,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96656091,-73.7338319
G0036545_18,40.9668054,-73.7334231,2017:08:03,40.134,47,alt values for G00 are not accurate,"1421 N James St, Mamaroneck, NY 10543, USA",40.9665017,-73.7336796,40.96669211,-73.73340735
G0036549_21,40.9669131,-73.7329626,2017:08:03,53.504,47,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96679981,-73.7329626
G0036550_20,40.96695,-73.7328521,2017:08:03,51.922,47,alt values for G00 are not accurate,"400 Warren Ave, Mamaroneck, NY 10543, USA",40.9672827,-73.7331405,40.96683671,-73.73284685
